id,thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
1856,26-Feb-19,A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-C22,0.225,0.195,0.25,0.2,-0.025,-11.11,"55,377",0.190 / 100,0.200 / 500
1857,26-Feb-19,A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-C24,0.785,0.735,0.795,0.735,-0.065,-8.13,300,0.000 / 0,0.000 / 0
1858,26-Feb-19,A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),A50CHIN-C26,-,-,-,0.495,0,0,0,0.000 / 0,0.000 / 0
1859,26-Feb-19,A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),A50CHIN-C28,0.26,0.235,0.27,0.24,-0.03,-11.11,"31,694",0.000 / 0,0.000 / 0
1860,26-Feb-19,A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-C30,0.35,0.31,0.37,0.315,-0.035,-10,"346,850",0.250 / 60,0.365 / 200
1861,26-Feb-19,A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-C32,0.725,0.725,0.725,0.725,-0.025,-3.33,500,0.000 / 0,0.000 / 0
1862,26-Feb-19,A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),A50CHIN-C34,0.95,0.95,0.95,0.95,0.09,10.47,100,0.000 / 0,0.000 / 0
1863,26-Feb-19,A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),A50CHIN-C36,0.55,0.505,0.57,0.51,-0.06,-10.53,"41,738",0.000 / 0,0.000 / 0
1864,26-Feb-19,A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-H21,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
1865,26-Feb-19,A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-H23,-,-,-,0.015,0,0,0,0.000 / 0,0.010 / 450
1866,26-Feb-19,A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-H25,-,-,-,0.035,0,0,0,"0.010 / 1,000",0.000 / 0
1867,26-Feb-19,A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),A50CHIN-H27,0.09,0.085,0.1,0.095,0.01,11.76,"24,503",0.090 / 722,0.100 / 200
1868,26-Feb-19,ASTRAL ASIA BHD,AASIA,-,-,-,0.145,0,0,0,0.145 / 875,0.155 / 410
1869,26-Feb-19,AIRASIA X BERHAD,AAX,0.265,0.26,0.265,0.265,0.005,1.92,"69,458","0.260 / 60,598","0.265 / 56,458"
1870,26-Feb-19,AAX-C20: CW AIRASIA X BERHAD (RHB),AAX-C20,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 11,500"
1871,26-Feb-19,AAX-C21: CW AIRASIA X BERHAD (MACQ),AAX-C21,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
1872,26-Feb-19,AIRASIA X BERHAD - WARRANTS  A  2015/2020,AAX-WA,0.055,0.055,0.06,0.06,0,0,"4,797","0.055 / 23,335","0.060 / 10,673"
1873,26-Feb-19,ABF MALAYSIA BOND INDEX FUND,ABFMY1,1.167,1.167,1.167,1.167,0.001,0.09,5,"1.162 / 1,000",1.167 / 995
1874,26-Feb-19,ABLEGROUP BERHAD,ABLEGRP,-,-,-,0.075,0,0,0,"0.070 / 12,150",0.075 / 190
1875,26-Feb-19,ALLIANCE BANK MALAYSIA BERHAD,ABMB,4.25,4.22,4.25,4.25,0,0,"17,789",4.240 / 429,"4.250 / 2,314"
1876,26-Feb-19,ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB),ABMB-CX,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
1877,26-Feb-19,ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),ABMB-CY,-,-,-,0.1,0,0,0,0.000 / 0,0.000 / 0
1878,26-Feb-19,ACME HOLDINGS BERHAD,ACME,-,-,-,0.23,0,0,0,0.250 / 100,0.300 / 47
1879,26-Feb-19,ACOUSTECH BHD,ACOSTEC,0.445,0.425,0.45,0.45,0,0,"19,472",0.440 / 375,0.445 / 150
1880,26-Feb-19,ADVANCECON HOLDINGS BERHAD,ADVCON,0.355,0.335,0.355,0.34,-0.015,-4.23,"9,269",0.335 / 699,0.340 / 997
1881,26-Feb-19,ADVENTA BHD,ADVENTA,-,-,-,0.37,0,0,0,0.360 / 100,0.370 / 102
1882,26-Feb-19,ADVANCED PACKAGING TECHNOLOGY,ADVPKG,1.93,1.92,1.93,1.92,-0.01,-0.52,80,1.780 / 40,2.000 / 80
1883,26-Feb-19,AE MULTI HOLDINGS BHD,AEM,0.12,0.115,0.12,0.115,-0.005,-4.17,"1,462","0.115 / 3,183",0.120 / 100
1884,26-Feb-19,AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,AEM-WA,0.005,0.005,0.005,0.005,0,0,"1,500","0.005 / 16,500","0.010 / 35,022"
1885,26-Feb-19,AEMULUS HOLDINGS BERHAD,AEMULUS,0.25,0.245,0.255,0.245,-0.01,-3.92,"11,685","0.245 / 5,469","0.250 / 4,476"
1886,26-Feb-19,AEON CO. (M) BHD,AEON,1.59,1.57,1.6,1.58,-0.01,-0.63,"46,167","1.580 / 1,062",1.590 / 150
1887,26-Feb-19,AEON-CN: CW AEON CO. (M) BERHAD (MIBB),AEON-CN,-,-,-,0.015,0,0,0,0.000 / 0,0.000 / 0
1888,26-Feb-19,AEON-CO: CW AEON CO. (M) BERHAD (CIMB),AEON-CO,0.055,0.055,0.055,0.055,-0.005,-8.33,"12,161",0.055 / 181,"0.060 / 6,360"
1889,26-Feb-19,AEON-CP: CW AEON CO (M) BERHAD (RHB),AEON-CP,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
1890,26-Feb-19,AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),AEON-CQ,-,-,-,0.04,0,0,0,0.000 / 0,0.000 / 0
1891,26-Feb-19,AEON CREDIT SERVICE (M) BHD,AEONCR,17,16.72,17,16.8,-0.08,-0.47,803,16.720 / 62,16.800 / 1
1892,26-Feb-19,AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,AEONCR-LA,1.52,1.52,1.63,1.63,0.12,7.95,323,1.350 / 100,1.550 / 12
1893,26-Feb-19,AFFIN BANK BERHAD,AFFIN,2.3,2.29,2.32,2.32,0.02,0.87,"3,809","2.300 / 1,790",2.320 / 243
1894,26-Feb-19,ABM FUJIYA BERHAD,AFUJIYA,0.53,0.53,0.53,0.53,0,0,19,0.500 / 40,0.530 / 231
1895,26-Feb-19,AHB HOLDINGS BHD,AHB,0.135,0.135,0.135,0.135,0,0,"2,416","0.130 / 2,900",0.135 / 200
1896,26-Feb-19,AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,AHB-WB,0.005,0.005,0.01,0.01,0.005,100,270,"0.005 / 6,440","0.010 / 16,725"
1897,26-Feb-19,APEX HEALTHCARE BHD,AHEALTH,8.8,8.55,8.8,8.55,-0.25,-2.84,149,8.550 / 20,8.800 / 58
1898,26-Feb-19,AMANAH HARTA TANAH PNB,AHP,0.75,0.74,0.75,0.74,-0.02,-2.63,80,0.740 / 301,0.770 / 78
1899,26-Feb-19,ADVANCE INFORMATION MARKETING,AIM,-,-,-,0.28,0,0,0,0.240 / 200,"0.400 / 2,000"
1900,26-Feb-19,AIRASIA GROUP BERHAD,AIRASIA,3.08,3.08,3.11,3.1,0.03,0.98,"36,295",3.090 / 514,3.100 / 271
1901,26-Feb-19,AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC59,-,-,-,0.025,0,0,0,"0.005 / 3,000",0.000 / 0
1902,26-Feb-19,AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC65,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
1903,26-Feb-19,AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC67,0.2,0.2,0.21,0.205,0.01,5.13,"5,677",0.200 / 150,0.210 / 500
1904,26-Feb-19,AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC68,0.03,0.03,0.03,0.03,-0.02,-40,"3,000",0.030 / 200,0.035 / 500
1905,26-Feb-19,AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC69,-,-,-,0.135,0,0,0,0.000 / 0,0.120 / 400
1906,26-Feb-19,AIRASIAC70: CW AIRASIA GROUP BERHAD (AM),AIRASIAC70,0.06,0.06,0.06,0.06,0.005,9.09,"8,450",0.045 / 300,0.000 / 0
1907,26-Feb-19,AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC71,0.15,0.15,0.16,0.155,0.005,3.33,"7,600","0.155 / 1,200",0.180 / 100
1908,26-Feb-19,AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC72,0.25,0.25,0.255,0.255,0.01,4.08,230,0.255 / 300,0.260 / 100
1909,26-Feb-19,AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),AIRASIAC73,0.29,0.29,0.295,0.29,0.005,1.75,"16,800",0.000 / 0,0.305 / 300
1910,26-Feb-19,AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC74,-,-,-,0.47,0,0,0,0.000 / 0,0.510 / 200
1911,26-Feb-19,AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),AIRASIAC75,-,-,-,0.19,0,0,0,0.000 / 0,0.245 / 30
1912,26-Feb-19,AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),AIRASIAC76,0.105,0.105,0.105,0.105,0,0,"2,600",0.000 / 0,0.115 / 500
1913,26-Feb-19,AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC77,0.125,0.125,0.125,0.125,0,0,"42,456","0.125 / 3,280",0.130 / 250
1914,26-Feb-19,AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),AIRASIAC78,0.145,0.145,0.145,0.145,0,0,"6,000",0.000 / 0,0.155 / 500
1915,26-Feb-19,MALAYSIA AIRPORTS HOLDINGS BHD,AIRPORT,8.37,8.32,8.44,8.37,-0.09,-1.06,"17,222",8.330 / 11,8.370 / 700
1916,26-Feb-19,AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),AIRPORT-C2,-,-,-,0.025,0,0,0,0.000 / 0,0.000 / 0
1917,26-Feb-19,AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM),AIRPORT-C3,-,-,-,0.035,0,0,0,0.000 / 0,0.000 / 0
1918,26-Feb-19,AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),AIRPORT-C4,-,-,-,0.085,0,0,0,0.055 / 100,0.120 / 300
1919,26-Feb-19,AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),AIRPORT-C5,-,-,-,0.09,0,0,0,0.000 / 0,0.000 / 0
1920,26-Feb-19,AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),AIRPORT-C6,-,-,-,0.16,0,0,0,0.000 / 0,0.000 / 0
1921,26-Feb-19,AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),AIRPORT-C7,0.135,0.135,0.135,0.135,-0.01,-6.9,300,0.000 / 0,0.175 / 400
1922,26-Feb-19,AMALGAMATED INDUSTRIAL STEEL,AISB,0.26,0.26,0.26,0.26,-0.005,-1.89,15,0.260 / 241,0.295 / 252
1923,26-Feb-19,AJINOMOTO (M) BHD,AJI,18.82,18.62,18.82,18.62,-0.2,-1.06,121,18.600 / 5,18.680 / 25
1924,26-Feb-19,AJIYA BHD,AJIYA,-,-,-,0.565,0,0,0,0.540 / 60,0.565 / 934
1925,26-Feb-19,AJIYA BERHAD - WARRANTS 2016/2021,AJIYA-WA,-,-,-,0.105,0,0,0,0.090 / 420,"0.105 / 1,324"
1926,26-Feb-19,ALAM MARITIM RESOURCES BHD,ALAM,0.105,0.1,0.105,0.1,-0.005,-4.76,"19,241","0.100 / 13,301","0.105 / 11,911"
1927,26-Feb-19,AL-AQAR HEALTHCARE REIT,ALAQAR,1.33,1.33,1.35,1.35,0.02,1.5,"1,141",1.350 / 2,1.380 / 3
1928,26-Feb-19,ALCOM GROUP BERHAD,ALCOM,0.495,0.495,0.51,0.51,0.01,2,180,0.495 / 45,0.510 / 131
1929,26-Feb-19,ALLIANZ MALAYSIA BHD,ALLIANZ,14.44,14.34,14.48,14.38,-0.08,-0.55,151,14.380 / 5,14.440 / 180
1930,26-Feb-19,ALLIANZ MALAYSIA BHD-ICPS,ALLIANZ-PA,14.1,14.1,14.2,14.2,-0.3,-2.07,80,14.000 / 100,0.000 / 0
1931,26-Feb-19,AL-SALAM REAL ESTATE INVESTMENT TRUST,ALSREIT,0.81,0.8,0.81,0.8,-0.01,-1.23,201,0.800 / 315,0.815 / 10
1932,26-Feb-19,AMMB HOLDINGS BHD,AMBANK,4.55,4.51,4.59,4.58,0.03,0.66,"45,978",4.570 / 280,"4.580 / 11,998"
1933,26-Feb-19,AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),AMBANK-C10,-,-,-,0.19,0,0,0,0.000 / 0,0.300 / 30
1934,26-Feb-19,AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),AMBANK-C11,-,-,-,0.18,0,0,0,0.000 / 0,0.000 / 0
1935,26-Feb-19,AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),AMBANK-C12,0.15,0.15,0.15,0.15,-0.005,-3.23,300,0.000 / 0,0.000 / 0
1936,26-Feb-19,AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),AMBANK-C13,0.105,0.105,0.105,0.105,-0.005,-4.55,900,0.000 / 0,0.120 / 500
1937,26-Feb-19,ASIA MEDIA GROUP BERHAD,AMEDIA,0.16,0.16,0.17,0.165,0.005,3.12,"2,989","0.160 / 1,560","0.165 / 1,044"
1938,26-Feb-19,AMFIRST REITS,AMFIRST,0.53,0.525,0.54,0.53,-0.005,-0.93,"6,548",0.525 / 907,0.530 / 4
1939,26-Feb-19,AMLEX HOLDINGS BERHAD,AMLEX,-,-,-,0.18,0,0,0,0.010 / 500,0.170 / 500
1940,26-Feb-19,AMCORP PROPERTIES BERHAD,AMPROP,0.52,0.515,0.52,0.515,-0.005,-0.96,"1,011",0.515 / 895,0.525 / 20
1941,26-Feb-19,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,AMPROP-PA,0.25,0.25,0.25,0.25,0,0,30,0.250 / 126,0.280 / 43
1942,26-Feb-19,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,AMPROP-PB,-,-,-,0.58,0,0,0,0.440 / 100,0.620 / 12
1943,26-Feb-19,AMTEK HOLDINGS BHD,AMTEK,0.285,0.285,0.285,0.285,0.005,1.79,1,0.265 / 500,0.285 / 100
1944,26-Feb-19,AMTEL HOLDINGS BHD,AMTEL,-,-,-,0.655,0,0,0,0.655 / 200,0.795 / 3
1945,26-Feb-19,AMVERTON BERHAD,AMVERTON,-,-,-,1,0,0,0,0.950 / 50,1.070 / 10
1946,26-Feb-19,AMWAY (M) HOLDINGS BHD,AMWAY,6,5.8,6.09,6.09,0.09,1.5,40,5.920 / 10,6.090 / 4
1947,26-Feb-19,ANALABS RESOURCES BHD,ANALABS,1.2,1.2,1.2,1.2,0.02,1.69,20,1.150 / 1,1.280 / 20
1948,26-Feb-19,ANCOM BHD,ANCOM,0.5,0.49,0.5,0.49,-0.015,-2.97,770,0.490 / 545,0.495 / 99
1949,26-Feb-19,ANCOM LOGISTICS BERHAD,ANCOMLB,0.09,0.085,0.09,0.085,-0.005,-5.56,"1,000","0.085 / 1,692",0.095 / 300
1950,26-Feb-19,ANN JOO RESOURCES BHD,ANNJOO,1.59,1.5,1.59,1.52,-0.07,-4.4,"15,218",1.510 / 711,1.520 / 31
1951,26-Feb-19,ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,ANNJOO-PA,-,-,-,0.43,0,0,0,0.440 / 10,0.720 / 160
1952,26-Feb-19,ANZO HOLDINGS BERHAD,ANZO,0.035,0.035,0.04,0.04,0.005,14.29,"3,600","0.035 / 207,194","0.040 / 68,584"
1953,26-Feb-19,ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,ANZO-WA,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 40,481"
1954,26-Feb-19,ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,ANZO-WB,-,-,-,0.025,0,0,0,"0.010 / 22,800",0.025 / 700
1955,26-Feb-19,ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,ANZO-WC,0.005,0.005,0.005,0.005,0,0,200,0.000 / 0,"0.005 / 16,492"
1956,26-Feb-19,APB RESOURCES BHD,APB,0.78,0.78,0.78,0.78,-0.005,-0.64,100,0.720 / 60,0.780 / 140
1957,26-Feb-19,APEX EQUITY HOLDINGS BHD,APEX,1,1,1.01,1.01,0,0,110,0.990 / 50,1.010 / 10
1958,26-Feb-19,APFT BERHAD,APFT,0.02,0.02,0.02,0.02,0.005,33.33,1,"0.015 / 238,075","0.020 / 124,909"
1959,26-Feb-19,APM AUTOMOTIVE HOLDINGS BHD,APM,3.1,3,3.1,3.1,0.17,5.8,34,3.020 / 20,3.240 / 100
1960,26-Feb-19,APOLLO FOOD HOLDINGS BHD,APOLLO,3.88,3.82,3.95,3.82,-0.06,-1.55,160,3.820 / 16,3.950 / 85
1961,26-Feb-19,APPASIA BERHAD,APPASIA,0.1,0.095,0.1,0.095,0,0,"2,000","0.095 / 7,972","0.100 / 2,084"
1962,26-Feb-19,APPASIA BERHAD - WARRANTS A,APPASIA-WA,0.05,0.045,0.05,0.045,-0.005,-10,340,"0.045 / 2,350","0.050 / 1,460"
1963,26-Feb-19,A-RANK BHD,ARANK,0.53,0.53,0.535,0.53,-0.005,-0.93,720,0.530 / 2,0.535 / 60
1964,26-Feb-19,ARK RESOURCES HOLDINGS BERHAD,ARK,-,-,-,0.38,0,0,0,0.400 / 50,0.450 / 100
1965,26-Feb-19,ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,ARK-WB,-,-,-,0.09,0,0,0,"0.020 / 1,100",0.390 / 1
1966,26-Feb-19,BUMI ARMADA BERHAD,ARMADA,0.2,0.19,0.205,0.19,-0.01,-5,"1,538,270","0.185 / 292,628","0.190 / 5,582"
1967,26-Feb-19,ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB),ARMADA-C40,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 13,581"
1968,26-Feb-19,ARMADA-C42: CW BUMI ARMADA BERHAD (RHB),ARMADA-C42,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
1969,26-Feb-19,ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB),ARMADA-C43,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 39,675"
1970,26-Feb-19,ARMADA-C44: CW BUMI ARMADA BERHAD (AM),ARMADA-C44,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 29,170"
1971,26-Feb-19,ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB),ARMADA-C45,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 52,457"
1972,26-Feb-19,ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),ARMADA-C46,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 29,650"
1973,26-Feb-19,ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),ARMADA-C47,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
1974,26-Feb-19,ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),ARMADA-C48,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 2,600"
1975,26-Feb-19,ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),ARMADA-C49,0.01,0.01,0.01,0.01,-0.005,-33.33,"43,400","0.005 / 50,000","0.025 / 4,240"
1976,26-Feb-19,ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),ARMADA-C50,0.02,0.02,0.02,0.02,-0.005,-20,"1,020","0.015 / 30,000",0.025 / 500
1977,26-Feb-19,AMANAHRAYA REITS,ARREIT,0.845,0.845,0.85,0.845,0.005,0.6,636,0.845 / 99,0.850 / 653
1978,26-Feb-19,ADVANCE SYNERGY BHD,ASB,0.135,0.13,0.135,0.13,-0.01,-7.14,"14,209","0.125 / 17,813","0.130 / 1,621"
1979,26-Feb-19,ASDION BHD,ASDION,0.26,0.24,0.265,0.26,0.005,1.96,"42,502","0.255 / 2,757","0.260 / 7,004"
1980,26-Feb-19,ASDION BERHAD - WARRANTS 2014/2019,ASDION-WB,0.005,0.005,0.005,0.005,0,0,"2,150",0.000 / 0,"0.005 / 26,086"
1981,26-Feb-19,ASIA BRANDS BERHAD,ASIABRN,0.43,0.43,0.48,0.48,0.05,11.63,"1,415",0.460 / 150,0.480 / 80
1982,26-Feb-19,ASIA FILE CORPORATION BHD,ASIAFLE,2.6,2.6,2.62,2.6,-0.01,-0.38,31,2.580 / 16,2.600 / 21
1983,26-Feb-19,ASIAN PAC HOLDINGS BHD,ASIAPAC,0.12,0.115,0.12,0.115,-0.005,-4.17,"10,260","0.115 / 20,770","0.120 / 4,550"
1984,26-Feb-19,ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,ASIAPAC-LC,-,-,-,0.6,0,0,0,0.600 / 100,0.805 / 30
1985,26-Feb-19,ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,ASIAPAC-WB,0.04,0.04,0.055,0.055,0.01,22.22,663,0.040 / 200,0.055 / 461
1986,26-Feb-19,ASIA POLY HOLDINGS BHD,ASIAPLY,0.075,0.075,0.08,0.08,0.005,6.67,"22,598","0.075 / 5,605","0.080 / 2,099"
1987,26-Feb-19,ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,ASIAPLY-PA,0.04,0.04,0.04,0.04,0,0,"2,000","0.035 / 27,673","0.045 / 33,833"
1988,26-Feb-19,ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,ASIAPLY-WA,-,-,-,0.035,0,0,0,0.020 / 500,"0.035 / 8,259"
1989,26-Feb-19,ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,ASIAPLY-WB,-,-,-,0.035,0,0,0,"0.030 / 11,000","0.035 / 4,783"
1990,26-Feb-19,ASTINO BHD,ASTINO,0.705,0.705,0.715,0.715,0.015,2.14,"2,035",0.710 / 10,0.715 / 364
1991,26-Feb-19,ASTRO MALAYSIA HOLDINGS BERHAD,ASTRO,1.65,1.62,1.67,1.65,0.01,0.61,"43,410",1.640 / 180,1.650 / 162
1992,26-Feb-19,ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),ASTRO-C10,0.145,0.145,0.145,0.145,-0.005,-3.33,"12,000",0.000 / 0,0.000 / 0
1993,26-Feb-19,ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),ASTRO-C11,-,-,-,0.13,0,0,0,0.000 / 0,0.000 / 0
1994,26-Feb-19,ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),ASTRO-C12,-,-,-,0.115,0,0,0,0.000 / 0,0.000 / 0
1995,26-Feb-19,ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),ASTRO-C13,0.1,0.1,0.1,0.1,-0.005,-4.76,"2,000",0.000 / 0,0.000 / 0
1996,26-Feb-19,AT SYSTEMATIZATION BHD,AT,0.055,0.05,0.055,0.05,0,0,850,"0.050 / 25,592","0.055 / 5,398"
1997,26-Feb-19,AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,AT-WB,-,-,-,0.005,0,0,0,0.000 / 0,"0.010 / 31,470"
1998,26-Feb-19,ATA IMS BERHAD,ATAIMS,1.8,1.77,1.84,1.77,-0.03,-1.67,"21,483",1.770 / 200,1.780 / 186
1999,26-Feb-19,ATLAN HOLDINGS BHD,ATLAN,-,-,-,4.4,0,0,0,4.360 / 10,4.400 / 65
2000,26-Feb-19,ATRIUM REITS,ATRIUM,1.12,1.12,1.12,1.12,0,0,272,1.110 / 995,1.120 / 208
2001,26-Feb-19,ATTA GLOBAL GROUP BERHAD,ATTA,0.65,0.6,0.65,0.62,-0.11,-15.07,"4,470",0.620 / 20,0.630 / 80
2002,26-Feb-19,ATTA GLOBAL GROUP BERHAD - ICULS 12/22,ATTA-LA,0.09,0.07,0.09,0.07,-0.05,-41.67,"73,865","0.070 / 6,047","0.075 / 4,530"
2003,26-Feb-19,ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,ATTA-PA,0.14,0.11,0.15,0.15,0,0,"10,119",0.120 / 699,"0.150 / 1,482"
2004,26-Feb-19,ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,ATTA-WB,0.1,0.09,0.1,0.09,-0.025,-21.74,540,0.085 / 150,0.120 / 146
2005,26-Feb-19,ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,ATTA-WC,-,-,-,0.095,0,0,0,0.085 / 150,0.175 / 127
2006,26-Feb-19,ATURMAJU RESOURCES BHD,ATURMJU,0.305,0.28,0.365,0.35,0.05,16.67,"59,402",0.350 / 5,"0.355 / 1,740"
2007,26-Feb-19,ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,ATURMJU-PA,0.06,0.055,0.07,0.06,0.005,9.09,"151,075","0.060 / 55,874","0.065 / 14,597"
2008,26-Feb-19,AVILLION BERHAD,AVI,0.245,0.245,0.245,0.245,0,0,182,0.245 / 18,0.250 / 50
2009,26-Feb-19,AWC BERHAD,AWC,0.755,0.745,0.77,0.77,0.01,1.32,"13,537","0.765 / 4,644",0.770 / 4
2010,26-Feb-19,AWC BERHAD - WARRANTS 2018/2023,AWC-WA,0.205,0.2,0.215,0.21,0.005,2.44,"5,755",0.210 / 251,"0.215 / 1,139"
2011,26-Feb-19,AXIATA GROUP BERHAD,AXIATA,4.17,4.08,4.17,4.12,-0.05,-1.2,"43,787","4.120 / 4,351",4.130 / 742
2012,26-Feb-19,AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),AXIATA-C28,-,-,-,0.02,0,0,0,0.000 / 0,0.000 / 0
2013,26-Feb-19,AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB),AXIATA-C29,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2014,26-Feb-19,AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),AXIATA-C30,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
2015,26-Feb-19,AXIATA-C31: CW AXIATA GROUP BERHAD (AM),AXIATA-C31,-,-,-,0.04,0,0,0,0.000 / 0,0.000 / 0
2016,26-Feb-19,AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),AXIATA-C32,0.12,0.12,0.12,0.12,-0.015,-11.11,"9,092",0.000 / 0,0.000 / 0
2017,26-Feb-19,AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),AXIATA-C33,0.185,0.175,0.185,0.175,-0.005,-2.78,"1,094",0.115 / 100,0.000 / 0
