id,thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
2273,26-Feb-19,ECOWLD-CQ: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MIBB),ECOWLD-CQ,-,-,-,0.005,0,0,0,0.000 / 0,0.005 / 40
2274,26-Feb-19,ECOWLD-CR: CW ECO WORLD DEVELOPMENT GROUP BERHAD (AM),ECOWLD-CR,-,-,-,0.15,0,0,0,0.000 / 0,0.000 / 0
2275,26-Feb-19,ECOWLD-CS: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MACQ),ECOWLD-CS,-,-,-,0.035,0,0,0,0.000 / 0,0.000 / 0
2276,26-Feb-19,ECOWLD-CT: CW ECO WORLD DEVELOPMENT GROUP BERHAD (KIBB),ECOWLD-CT,-,-,-,0.15,0,0,0,0.000 / 0,0.000 / 0
2277,26-Feb-19,ECO WORLD DEVELOPMENT GROUP BERHAD - WARRANTS 2015/2022,ECOWLD-WA,0.19,0.19,0.19,0.19,-0.01,-5,410,"0.185 / 1,060",0.195 / 350
2278,26-Feb-19,EDARAN BHD,EDARAN,0.565,0.535,0.565,0.55,-0.02,-3.51,"9,920",0.535 / 200,0.550 / 294
2279,26-Feb-19,EDEN INC. BHD,EDEN,0.12,0.11,0.12,0.11,-0.005,-4.35,"31,786","0.110 / 31,402","0.115 / 8,360"
2280,26-Feb-19,EDEN INC. BERHAD - WARRANTS B 2018/2021,EDEN-WB,0.045,0.045,0.05,0.045,-0.005,-10,637,"0.045 / 13,261",0.050 / 668
2281,26-Feb-19,UEM EDGENTA BERHAD,EDGENTA,2.83,2.77,2.9,2.9,0.06,2.11,"9,902","2.900 / 2,722",2.920 / 50
2282,26-Feb-19,EDUSPEC HOLDINGS BERHAD,EDUSPEC,0.03,0.025,0.03,0.03,0.005,20,"27,099","0.025 / 174,625","0.030 / 119,182"
2283,26-Feb-19,EFFICIENT E-SOLUTIONS BHD,EFFICEN,0.175,0.175,0.18,0.18,0,0,"2,724","0.175 / 1,576",0.180 / 742
2284,26-Feb-19,EXCEL FORCE MSC BHD,EFORCE,0.53,0.51,0.53,0.52,-0.025,-4.59,"30,726",0.515 / 600,"0.520 / 1,682"
2285,26-Feb-19,EXCEL FORCE MSC BHD-WARRANT A 14/19,EFORCE-WA,0.175,0.13,0.175,0.155,-0.03,-16.22,"24,794","0.155 / 11,732","0.160 / 2,764"
2286,26-Feb-19,EG INDUSTRIES BHD,EG,0.465,0.455,0.465,0.455,-0.01,-2.15,"4,014","0.450 / 1,250",0.455 / 119
2287,26-Feb-19,EG INDUSTRIES BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,EG-PA,0.455,0.455,0.455,0.455,0,0,5,"0.450 / 2,000",0.470 / 500
2288,26-Feb-19,EG INDUSTRIES BERHAD - WARRANTS 2015/2020,EG-WC,-,-,-,0.145,0,0,0,0.140 / 700,0.150 / 249
2289,26-Feb-19,ESTHETICS INTERNATIONAL GROUP,EIG,-,-,-,0.66,0,0,0,0.585 / 105,0.660 / 50
2290,26-Feb-19,EITA RESOURCES BERHAD,EITA,1.46,1.46,1.48,1.48,0.03,2.07,80,1.450 / 50,1.480 / 50
2291,26-Feb-19,EKA NOODLES BERHAD,EKA,0.065,0.065,0.07,0.065,0,0,"1,640","0.065 / 3,361",0.070 / 470
2292,26-Feb-19,EKOVEST BHD,EKOVEST,0.565,0.545,0.565,0.545,-0.02,-3.54,"78,462","0.545 / 1,412","0.550 / 2,034"
2293,26-Feb-19,EKOVEST-CQ: CW EKOVEST BERHAD (RHB),EKOVEST-CQ,-,-,-,0.01,0,0,0,0.000 / 0,0.055 / 11
2294,26-Feb-19,EKOVEST-CR: CW EKOVEST BERHAD (KIBB),EKOVEST-CR,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2295,26-Feb-19,EKOVEST-CS: CW EKOVEST BERHAD (RHB),EKOVEST-CS,-,-,-,0.045,0,0,0,0.000 / 0,0.000 / 0
2296,26-Feb-19,EKOVEST-CT: CW EKOVEST BERHAD (MACQ),EKOVEST-CT,0.055,0.05,0.055,0.055,-0.005,-8.33,"13,168",0.000 / 0,"0.055 / 1,011"
2297,26-Feb-19,EKOVEST BHD-WARRANTS B 14/19,EKOVEST-WB,0.095,0.085,0.095,0.09,-0.005,-5.26,"27,532","0.085 / 8,034","0.090 / 3,459"
2298,26-Feb-19,EKSONS CORPORATION BHD,EKSONS,0.81,0.805,0.825,0.825,0.005,0.61,100,0.795 / 90,0.835 / 40
2299,26-Feb-19,ELK-DESA RESOURCES BERHAD,ELKDESA,1.35,1.33,1.35,1.34,-0.01,-0.74,"1,812",1.340 / 366,1.350 / 100
2300,26-Feb-19,ELK-DESA RESOURCES BHD-ICULS 2014/2022,ELKDESA-LA,1.08,1.08,1.08,1.08,-0.04,-3.57,8,1.080 / 145,1.380 / 10
2301,26-Feb-19,ELSOFT RESEARCH BHD,ELSOFT,1.08,1.05,1.08,1.07,-0.01,-0.93,"14,257",1.060 / 10,1.070 / 738
2302,26-Feb-19,EONMETALL GROUP BHD,EMETALL,0.43,0.42,0.43,0.42,-0.01,-2.33,658,0.415 / 380,0.420 / 32
2303,26-Feb-19,EMICO HOLDINGS BHD,EMICO,-,-,-,0.185,0,0,0,0.170 / 500,"0.185 / 1,070"
2304,26-Feb-19,ENCORP BHD,ENCORP,0.39,0.39,0.39,0.39,-0.025,-6.02,100,0.390 / 20,0.410 / 94
2305,26-Feb-19,ENG KAH CORPORATION BHD,ENGKAH,-,-,-,1.05,0,0,0,0.990 / 18,1.050 / 46
2306,26-Feb-19,ENGTEX GROUP BHD,ENGTEX,0.84,0.83,0.84,0.83,-0.02,-2.35,979,0.825 / 250,0.830 / 111
2307,26-Feb-19,ENRA GROUP BERHAD,ENRA,-,-,-,1.53,0,0,0,1.520 / 5,1.550 / 26
2308,26-Feb-19,EP MANUFACTURING BHD,EPMB,0.42,0.4,0.42,0.4,-0.02,-4.76,61,0.400 / 200,0.420 / 88
2309,26-Feb-19,EVERSAFE RUBBER BERHAD,ESAFE,-,-,-,0.25,0,0,0,0.210 / 100,0.250 / 190
2310,26-Feb-19,ES CERAMICS TECHNOLOGY BHD,ESCERAM,0.155,0.155,0.155,0.155,0,0,992,0.155 / 8,0.160 / 300
2311,26-Feb-19,EUPE CORPORATION BHD,EUPE,0.63,0.605,0.63,0.62,-0.01,-1.59,441,0.605 / 150,0.620 / 99
2312,26-Feb-19,EURO HOLDINGS BHD,EURO,0.145,0.145,0.145,0.145,-0.005,-3.33,528,"0.140 / 2,950","0.150 / 1,316"
2313,26-Feb-19,EUROSPAN HOLDINGS BHD,EUROSP,0.425,0.425,0.44,0.44,0.015,3.53,38,0.425 / 337,0.440 / 284
2314,26-Feb-19,EVERGREEN FIBREBOARD BHD,EVERGRN,0.395,0.385,0.395,0.39,0,0,"5,569",0.390 / 50,"0.395 / 1,734"
2315,26-Feb-19,EWEIN BERHAD,EWEIN,0.665,0.645,0.665,0.655,-0.01,-1.5,"17,610",0.655 / 741,0.660 / 700
2316,26-Feb-19,ECO WORLD INTERNATIONAL BERHAD,EWINT,0.78,0.77,0.785,0.78,-0.01,-1.27,"2,031",0.775 / 59,0.780 / 663
2317,26-Feb-19,ECO WORLD INTERNATIONAL BERHAD-WARRANTS 2017/2022,EWINT-WA,0.15,0.14,0.15,0.145,-0.005,-3.33,"4,911",0.145 / 400,"0.150 / 4,029"
2318,26-Feb-19,FRASER & NEAVE HOLDINGS BHD,F%26N,36.02,35,36.02,35.88,-0.14,-0.39,"2,150",35.700 / 6,35.880 / 19
2319,26-Feb-19,FACB INDUSTRIES INCORPORATED,FACBIND,1.29,1.29,1.3,1.3,0.03,2.36,50,"1.270 / 1,000",1.290 / 30
2320,26-Feb-19,FAJARBARU BUILDER GRP BHD,FAJAR,0.4,0.375,0.4,0.38,-0.02,-5,"4,836",0.375 / 400,0.380 / 977
2321,26-Feb-19,FAJARBARU BUILDER GROUP BERHAD - WARRANTS B 14/19,FAJAR-WB,0.04,0.035,0.04,0.035,-0.01,-22.22,"15,370","0.035 / 1,124","0.040 / 5,427"
2322,26-Feb-19,FAR EAST HOLDINGS BHD,FAREAST,-,-,-,2.83,0,0,0,2.720 / 10,2.880 / 184
2323,26-Feb-19,FARLIM GROUP (M) BHD,FARLIM,-,-,-,0.375,0,0,0,0.360 / 200,0.370 / 160
2324,26-Feb-19,FAVELLE FAVCO BHD,FAVCO,2.68,2.65,2.68,2.65,0,0,708,2.630 / 40,2.650 / 49
2325,26-Feb-19,FBMKLCI-C5D: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5D,-,-,-,0.085,0,0,0,0.000 / 0,0.000 / 0
2326,26-Feb-19,FBMKLCI-C5F: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5F,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2327,26-Feb-19,FBMKLCI-C5G: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5G,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2328,26-Feb-19,FBMKLCI-C5H: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5H,-,-,-,0.01,0,0,0,0.000 / 0,0.000 / 0
2329,26-Feb-19,FBMKLCI-C5I: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5I,-,-,-,0.005,0,0,0,0.000 / 0,0.015 / 700
2330,26-Feb-19,FBMKLCI-C5J: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5J,-,-,-,0.04,0,0,0,0.000 / 0,0.000 / 0
2331,26-Feb-19,FBMKLCI-C5K: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5K,-,-,-,0.015,0,0,0,"0.005 / 2,000","0.015 / 1,875"
2332,26-Feb-19,FBMKLCI-C5L: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5L,-,-,-,0.13,0,0,0,0.000 / 0,0.135 / 300
2333,26-Feb-19,FBMKLCI-C5M: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5M,-,-,-,0.19,0,0,0,0.000 / 0,0.000 / 0
2334,26-Feb-19,FBMKLCI-C5N: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5N,0.075,0.075,0.08,0.08,-0.005,-5.88,"1,850","0.070 / 1,000",0.100 / 800
2335,26-Feb-19,FBMKLCI-C5O: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5O,0.065,0.065,0.065,0.065,-0.005,-7.14,"1,150",0.060 / 650,0.090 / 200
2336,26-Feb-19,FBMKLCI-C5P: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5P,0.275,0.275,0.275,0.275,-0.01,-3.51,750,0.270 / 100,0.285 / 200
2337,26-Feb-19,FBMKLCI-C5Q: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5Q,0.44,0.44,0.445,0.445,-0.015,-3.26,"2,550",0.000 / 0,0.000 / 0
2338,26-Feb-19,FBMKLCI-C5R: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5R,0.085,0.08,0.085,0.08,-0.015,-15.79,"2,050","0.070 / 1,000",0.000 / 0
2339,26-Feb-19,FBMKLCI-C5S: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5S,0.225,0.225,0.225,0.225,-0.005,-2.17,400,0.220 / 200,0.230 / 165
2340,26-Feb-19,FBMKLCI-C5T: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5T,0.345,0.345,0.345,0.345,-0.01,-2.82,5,0.000 / 0,0.000 / 0
2341,26-Feb-19,FBMKLCI-C5U: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5U,-,-,-,0.15,0,0,0,0.000 / 0,0.000 / 0
2342,26-Feb-19,FTSE BURSA MALAYSIA KLCI ETF,FBMKLCI-EA,1.8,1.8,1.815,1.815,0.025,1.4,2,1.800 / 10,1.815 / 300
2343,26-Feb-19,FBMKLCI-H6F: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6F,-,-,-,0.03,0,0,0,0.000 / 0,0.000 / 0
2344,26-Feb-19,FBMKLCI-H6H: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6H,-,-,-,0.085,0,0,0,0.000 / 0,0.000 / 0
2345,26-Feb-19,FBMKLCI-H6I: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6I,-,-,-,0.065,0,0,0,0.000 / 0,0.000 / 0
2346,26-Feb-19,FBMKLCI-H6J: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6J,-,-,-,0.165,0,0,0,0.000 / 0,0.000 / 0
2347,26-Feb-19,FBMKLCI-H6K: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6K,-,-,-,0.165,0,0,0,0.100 / 350,0.000 / 0
2348,26-Feb-19,FBMKLCI-H6L: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6L,-,-,-,0.105,0,0,0,0.105 / 450,0.115 / 250
2349,26-Feb-19,FBMKLCI-H6M: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6M,0.14,0.135,0.14,0.135,-0.015,-10,208,0.120 / 100,0.155 / 100
2350,26-Feb-19,FBMKLCI-H6N: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6N,-,-,-,0.195,0,0,0,0.000 / 0,0.000 / 0
2351,26-Feb-19,FBMKLCI-H6O: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6O,-,-,-,0.29,0,0,0,0.000 / 0,0.000 / 0
2352,26-Feb-19,FBMKLCI-H6P: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6P,0.045,0.04,0.05,0.04,-0.005,-11.11,"20,575","0.040 / 4,209","0.045 / 1,059"
2353,26-Feb-19,FBMKLCI-H6Q: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6Q,0.07,0.065,0.07,0.065,-0.005,-7.14,"2,970",0.060 / 670,0.070 / 200
2354,26-Feb-19,FBMKLCI-H6R: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6R,-,-,-,0.24,0,0,0,0.000 / 0,0.000 / 0
2355,26-Feb-19,FBMKLCI-H6S: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6S,0.32,0.32,0.32,0.32,0,0,"5,000",0.000 / 0,0.000 / 0
2356,26-Feb-19,FBMKLCI-H6T: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6T,0.07,0.07,0.07,0.07,-0.01,-12.5,"5,666",0.000 / 0,0.070 / 600
2357,26-Feb-19,FBMKLCI-H6U: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6U,-,-,-,0.295,0,0,0,0.000 / 0,0.000 / 0
2358,26-Feb-19,FBMKLCI-H6V: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6V,-,-,-,0.25,0,0,0,0.000 / 0,0.255 / 70
2359,26-Feb-19,FBMKLCI-H6W: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6W,-,-,-,0.135,0,0,0,0.130 / 370,0.000 / 0
2360,26-Feb-19,FCW HOLDINGS BHD,FCW,-,-,-,0.73,0,0,0,0.730 / 202,0.780 / 50
2361,26-Feb-19,FGV HOLDINGS BERHAD,FGV,1.21,1.15,1.23,1.16,-0.05,-4.13,"206,072",1.160 / 269,"1.170 / 2,360"
2362,26-Feb-19,FGV-C52: CW FGV HOLDINGS BERHAD (CIMB),FGV-C52,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2363,26-Feb-19,FGV-C54: CW FGV HOLDINGS BERHAD (MIBB),FGV-C54,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2364,26-Feb-19,FGV-C55: CW FGV HOLDINGS BERHAD (CIMB),FGV-C55,0.01,0.01,0.015,0.015,0,0,201,"0.005 / 6,400","0.015 / 1,099"
2365,26-Feb-19,FGV-C56: CW FGV HOLDINGS BERHAD (MACQ),FGV-C56,0.005,0.005,0.005,0.005,0,0,"1,250",0.000 / 0,0.000 / 0
2366,26-Feb-19,FGV-C57: CW FGV HOLDINGS BERHAD (RHB),FGV-C57,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
2367,26-Feb-19,FGV-C58: CW FGV HOLDINGS BERHAD (CIMB),FGV-C58,0.01,0.01,0.01,0.01,-0.005,-33.33,"18,620","0.005 / 24,520","0.015 / 5,605"
2368,26-Feb-19,FGV-C59: CW FGV HOLDINGS BERHAD (MACQ),FGV-C59,-,-,-,0.035,0,0,0,0.000 / 0,0.000 / 0
2369,26-Feb-19,FGV-C60: CW FGV HOLDINGS BERHAD (KIBB),FGV-C60,0.015,0.01,0.015,0.01,-0.005,-33.33,"3,000",0.000 / 0,"0.020 / 2,000"
2370,26-Feb-19,FGV-C61: CW FGV HOLDINGS BERHAD (MACQ),FGV-C61,0.045,0.04,0.045,0.04,0,0,"5,000","0.025 / 10,000","0.040 / 3,400"
2371,26-Feb-19,FGV-C62: CW FGV HOLDINGS BERHAD (RHB),FGV-C62,0.1,0.095,0.1,0.095,-0.01,-9.52,"14,950",0.090 / 400,0.095 / 900
2372,26-Feb-19,FGV-C63: CW FGV HOLDINGS BERHAD (MACQ),FGV-C63,0.205,0.18,0.205,0.19,-0.015,-7.32,"22,838",0.185 / 150,"0.190 / 1,499"
2373,26-Feb-19,FGV-C64: CW FGV HOLDINGS BERHAD (RHB),FGV-C64,0.245,0.24,0.25,0.24,-0.03,-11.11,"9,800","0.070 / 2,000",0.000 / 0
2374,26-Feb-19,FGV-C65: CW FGV HOLDINGS BERHAD (KIBB),FGV-C65,0.2,0.185,0.205,0.19,-0.025,-11.63,"22,600",0.180 / 200,0.000 / 0
2375,26-Feb-19,FGV-C66: CW FGV HOLDINGS BERHAD (MACQ),FGV-C66,0.315,0.31,0.315,0.31,-0.03,-8.82,300,0.000 / 0,0.000 / 0
2376,26-Feb-19,FGV-C67: CW FGV HOLDINGS BERHAD (CIMB),FGV-C67,0.44,0.415,0.455,0.42,-0.05,-10.64,"2,530",0.410 / 100,0.580 / 50
2377,26-Feb-19,FGV-C68: CW FGV HOLDINGS BERHAD (MIBB),FGV-C68,-,-,-,0.2,0,0,0,0.000 / 0,0.000 / 0
2378,26-Feb-19,FGV-C69: CW FGV HOLDINGS BERHAD (KIBB),FGV-C69,-,-,-,0.165,0,0,0,0.060 / 300,0.000 / 0
2379,26-Feb-19,FIAMMA HOLDINGS BHD,FIAMMA,-,-,-,0.53,0,0,0,0.520 / 22,0.530 / 180
2380,26-Feb-19,FIBON BERHAD,FIBON,-,-,-,0.49,0,0,0,0.450 / 100,0.500 / 450
2381,26-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD,FIHB,0.365,0.345,0.375,0.36,-0.01,-2.7,"1,241",0.350 / 48,0.360 / 13
2382,26-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 16/26,FIHB-PA,-,-,-,0.07,0,0,0,"0.045 / 1,200",0.090 / 500
2383,26-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 18/28,FIHB-PB,-,-,-,0.08,0,0,0,0.045 / 800,0.000 / 0
2384,26-Feb-19,FIMA CORPORATION BHD,FIMACOR,1.9,1.9,1.95,1.95,0.05,2.63,120,1.930 / 92,1.970 / 40
2385,26-Feb-19,FINTEC GLOBAL BERHAD,FINTEC,0.055,0.05,0.06,0.055,-0.005,-8.33,"15,888",0.055 / 597,"0.060 / 51,716"
2386,26-Feb-19,FINTEC GLOBAL BERHAD - ICPS A 2017/2027,FINTEC-PA,0.025,0.025,0.025,0.025,0,0,800,"0.025 / 92,621","0.030 / 17,800"
2387,26-Feb-19,FINTEC GLOBAL BERHAD - WARRANTS A 2014/2024,FINTEC-WA,-,-,-,0.01,0,0,0,"0.010 / 96,941","0.015 / 7,164"
2388,26-Feb-19,FINTEC GLOBAL BERHAD - WARRANTS B 2017/2022,FINTEC-WB,-,-,-,0.02,0,0,0,"0.020 / 25,100","0.025 / 8,041"
2389,26-Feb-19,FITTERS DIVERSIFIED BHD,FITTERS,0.515,0.5,0.52,0.51,-0.005,-0.97,"26,464","0.505 / 1,044","0.510 / 1,686"
2390,26-Feb-19,FITTERS DIVERSIFIED BERHAD - Warrants,FITTERS-WB,0.035,0.035,0.04,0.04,0,0,"2,541","0.035 / 6,590","0.040 / 5,484"
2391,26-Feb-19,FOCUS LUMBER BERHAD,FLBHD,1.72,1.67,1.72,1.71,0,0,"4,231",1.710 / 4,1.720 / 270
2392,26-Feb-19,FOCUS DYNAMICS GROUP BERHAD,FOCUS,0.14,0.14,0.14,0.14,-0.005,-3.45,"65,280","0.135 / 12,820","0.140 / 1,493"
2393,26-Feb-19,FOCUS DYNAMICS GROUP BERHAD- WARRANTS C 2014/2019,FOCUS-WC,-,-,-,0.095,0,0,0,0.085 / 200,0.110 / 100
2394,26-Feb-19,FOCUS POINT HOLDINGS BERHAD,FOCUSP,-,-,-,0.2,0,0,0,0.200 / 80,0.250 / 89
2395,26-Feb-19,FOUNDPAC GROUP BERHAD,FPGROUP,0.305,0.3,0.31,0.3,-0.005,-1.64,"27,260","0.300 / 6,993","0.305 / 6,029"
2396,26-Feb-19,FORMOSA PROSONIC INDUSTRIES,FPI,1.81,1.79,1.82,1.8,-0.02,-1.1,"20,391","1.790 / 1,908",1.810 / 640
2397,26-Feb-19,FREIGHT MANAGEMENT HLDGS BHD,FREIGHT,0.565,0.56,0.565,0.56,-0.005,-0.88,"2,965","0.560 / 1,477","0.565 / 1,673"
2398,26-Feb-19,FRONTKEN CORPORATION BHD,FRONTKN,0.96,0.915,0.96,0.925,-0.035,-3.65,"76,677","0.915 / 4,006","0.925 / 1,073"
2399,26-Feb-19,FSBM HOLDINGS BHD,FSBM,-,-,-,0.095,0,0,0,0.000 / 0,0.000 / 0
2400,26-Feb-19,FSBM HOLDINGS BERHAD - WARR,FSBM-WA,-,-,-,0.025,0,0,0,0.000 / 0,0.000 / 0
2401,26-Feb-19,G3 GLOBAL BERHAD,G3,0.785,0.785,0.785,0.785,-0.005,-0.63,"9,031",0.710 / 80,0.780 / 2
2402,26-Feb-19,G3 GLOBAL BERHAD - WARRANTS 2017/2022,G3-WA,-,-,-,0.77,0,0,0,0.515 / 50,0.730 / 200
2403,26-Feb-19,GADANG HOLDINGS BHD,GADANG,0.625,0.6,0.625,0.605,-0.025,-3.97,"15,724","0.600 / 5,864",0.605 / 4
2404,26-Feb-19,GADANG HOLDINGS BHD - WARRANTS 2016 / 2021,GADANG-WB,0.14,0.13,0.14,0.13,-0.015,-10.34,"6,258","0.125 / 3,190",0.130 / 773
2405,26-Feb-19,GAMUDA BHD,GAMUDA,2.85,2.83,2.94,2.93,0.07,2.45,"121,166",2.910 / 50,"2.930 / 2,929"
2406,26-Feb-19,GAMUDA-C51: CW GAMUDA BERHAD (MIBB),GAMUDA-C51,0.015,0.015,0.015,0.015,0,0,505,0.010 / 500,0.000 / 0
2407,26-Feb-19,GAMUDA-C53: CW GAMUDA BERHAD (CIMB),GAMUDA-C53,0.005,0.005,0.005,0.005,0,0,"1,000",0.000 / 0,"0.005 / 1,248"
2408,26-Feb-19,GAMUDA-C54: CW GAMUDA BERHAD (AM),GAMUDA-C54,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 15,644"
2409,26-Feb-19,GAMUDA-C55: CW GAMUDA BERHAD (MACQ),GAMUDA-C55,-,-,-,0.015,0,0,0,0.000 / 0,0.000 / 0
2410,26-Feb-19,GAMUDA-C56: CW GAMUDA BERHAD (MACQ),GAMUDA-C56,-,-,-,0.03,0,0,0,0.000 / 0,0.030 / 100
2411,26-Feb-19,GAMUDA-C57: CW GAMUDA BERHAD (CIMB),GAMUDA-C57,0.045,0.045,0.05,0.05,0.01,25,534,"0.040 / 1,398",0.055 / 70
2412,26-Feb-19,GAMUDA-C58: CW GAMUDA BERHAD (MACQ),GAMUDA-C58,0.085,0.085,0.085,0.085,0.01,13.33,699,0.000 / 0,0.105 / 200
2413,26-Feb-19,GAMUDA-C59: CW GAMUDA BERHAD (CIMB),GAMUDA-C59,0.175,0.17,0.19,0.18,0.01,5.88,"6,830",0.180 / 498,0.000 / 0
2414,26-Feb-19,GAMUDA-C60: CW GAMUDA BERHAD (KIBB),GAMUDA-C60,0.11,0.11,0.12,0.115,0.005,4.55,"126,800","0.110 / 2,000","0.120 / 2,000"
2415,26-Feb-19,GAMUDA-C61: CW GAMUDA BERHAD (MACQ),GAMUDA-C61,0.085,0.085,0.095,0.09,0.005,5.88,"103,900","0.090 / 2,900","0.095 / 1,600"
2416,26-Feb-19,GAMUDA-C62: CW GAMUDA BERHAD (AM),GAMUDA-C62,0.11,0.11,0.11,0.11,0.015,15.79,550,0.055 / 10,"0.110 / 1,000"
2417,26-Feb-19,GAMUDA-C63: CW GAMUDA BERHAD (MIBB),GAMUDA-C63,0.105,0.105,0.115,0.115,0.01,9.52,"24,457",0.000 / 0,0.140 / 600
2418,26-Feb-19,GAMUDA BERHAD-WARRANTS E,GAMUDA-WE,0.24,0.235,0.25,0.245,0.005,2.08,"26,781",0.245 / 529,"0.250 / 1,245"
2419,26-Feb-19,GAS MALAYSIA BERHAD,GASMSIA,2.84,2.84,2.88,2.88,0.03,1.05,"1,103",2.860 / 15,"2.880 / 1,000"
2420,26-Feb-19,GABUNGAN AQRS BERHAD,GBGAQRS,1.16,1.07,1.16,1.12,-0.05,-4.27,"33,633","1.110 / 1,852",1.120 / 407
2421,26-Feb-19,GABUNGAN AQRS BERHAD-WARRANTS B,GBGAQRS-WB,0.3,0.27,0.3,0.275,-0.025,-8.33,"21,147","0.275 / 3,773",0.280 / 250
2422,26-Feb-19,GUAN CHONG BHD,GCB,3.8,3.73,3.8,3.76,-0.05,-1.31,"6,237",3.750 / 200,3.760 / 425
2423,26-Feb-19,GCB-CA: CW GUAN CHONG BERHAD (RHB),GCB-CA,0.315,0.305,0.32,0.315,-0.005,-1.56,933,0.255 / 100,0.325 / 200
2424,26-Feb-19,GRAND CENTRAL ENTERPRISES BHD,GCE,-,-,-,0.43,0,0,0,0.430 / 50,0.475 / 70
2425,26-Feb-19,GDB HOLDINGS BERHAD,GDB,0.27,0.27,0.28,0.275,0.01,3.77,"10,380","0.270 / 2,153",0.275 / 961
2426,26-Feb-19,GD EXPRESS CARRIER BHD,GDEX,0.315,0.315,0.37,0.36,0.055,18.03,"487,425",0.360 / 866,"0.365 / 2,750"
2427,26-Feb-19,GDEX-CN: CW GD EXPRESS CARRIER BERHAD (AM),GDEX-CN,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 2,500"
2428,26-Feb-19,GD EXPRESS CARRIER  BERHAD- Warrants B 2015/2020,GDEX-WB,0.055,0.055,0.08,0.08,0.035,77.78,"177,673","0.075 / 9,260","0.080 / 20,432"
2429,26-Feb-19,GEELY-C1: CW GEELY AUTOMOBILE HOLDINGS LIMITED (RHB),GEELY-C1,-,-,-,0.075,0,0,0,0.000 / 0,0.150 / 600
2430,26-Feb-19,GENETEC TECHNOLOGY BERHAD,GENETEC,1.9,1.88,1.94,1.9,-0.03,-1.55,"1,337",1.880 / 12,1.900 / 9
