id,thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
23,25-Feb-19,ALLIANCE BANK MALAYSIA BERHAD,ABMB,4.23,4.23,4.26,4.25,0,0,"3,806",4.220 / 50,4.250 / 487
24,25-Feb-19,ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB),ABMB-CX,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
25,25-Feb-19,ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),ABMB-CY,-,-,-,0.1,0,0,0,0.000 / 0,0.000 / 0
26,25-Feb-19,ACME HOLDINGS BERHAD,ACME,-,-,-,0.23,0,0,0,0.250 / 100,0.300 / 47
27,25-Feb-19,ACOUSTECH BHD,ACOSTEC,0.43,0.42,0.45,0.45,0.02,4.65,"23,618",0.445 / 167,"0.450 / 1,038"
28,25-Feb-19,ADVANCECON HOLDINGS BERHAD,ADVCON,0.36,0.355,0.37,0.355,0,0,"24,154","0.355 / 1,053",0.360 / 350
29,25-Feb-19,ADVENTA BHD,ADVENTA,0.365,0.365,0.37,0.37,0.02,5.71,288,0.365 / 40,0.370 / 102
30,25-Feb-19,ADVANCED PACKAGING TECHNOLOGY,ADVPKG,-,-,-,1.93,0,0,0,1.930 / 30,2.100 / 46
31,25-Feb-19,AE MULTI HOLDINGS BHD,AEM,0.115,0.115,0.12,0.12,0,0,790,"0.115 / 8,045",0.120 / 90
32,25-Feb-19,AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,AEM-WA,-,-,-,0.005,0,0,0,"0.005 / 19,300","0.010 / 35,822"
33,25-Feb-19,AEMULUS HOLDINGS BERHAD,AEMULUS,0.265,0.25,0.265,0.255,-0.005,-1.92,"14,102","0.250 / 5,494","0.255 / 1,215"
34,25-Feb-19,AEON CO. (M) BHD,AEON,1.57,1.56,1.63,1.59,0.02,1.27,"68,934","1.580 / 1,384","1.590 / 1,787"
35,25-Feb-19,AEON-CN: CW AEON CO. (M) BERHAD (MIBB),AEON-CN,-,-,-,0.015,0,0,0,0.000 / 0,0.000 / 0
36,25-Feb-19,AEON-CO: CW AEON CO. (M) BERHAD (CIMB),AEON-CO,0.06,0.06,0.065,0.06,-0.005,-7.69,"6,420","0.055 / 1,192","0.065 / 1,584"
37,25-Feb-19,AEON-CP: CW AEON CO (M) BERHAD (RHB),AEON-CP,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
38,25-Feb-19,AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),AEON-CQ,0.04,0.04,0.04,0.04,0.005,14.29,220,0.000 / 0,0.000 / 0
39,25-Feb-19,AEON CREDIT SERVICE (M) BHD,AEONCR,17.16,16.76,17.16,16.88,-0.12,-0.71,712,16.800 / 14,16.880 / 438
40,25-Feb-19,AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,AEONCR-LA,-,-,-,1.51,0,0,0,1.510 / 140,1.540 / 5
41,25-Feb-19,AFFIN BANK BERHAD,AFFIN,2.3,2.29,2.31,2.3,-0.01,-0.43,"1,351",2.300 / 62,2.310 / 146
42,25-Feb-19,ABM FUJIYA BERHAD,AFUJIYA,0.51,0.455,0.605,0.53,0.02,3.92,"2,446",0.500 / 30,0.530 / 220
43,25-Feb-19,AHB HOLDINGS BHD,AHB,0.135,0.13,0.135,0.135,-0.005,-3.57,"4,700",0.135 / 832,"0.140 / 1,580"
44,25-Feb-19,AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,AHB-WB,0.01,0.005,0.01,0.005,-0.005,-50,"10,568","0.005 / 23,550","0.010 / 18,985"
45,25-Feb-19,APEX HEALTHCARE BHD,AHEALTH,8.8,8.66,8.82,8.8,0,0,130,8.720 / 5,8.880 / 9
46,25-Feb-19,AMANAH HARTA TANAH PNB,AHP,0.76,0.76,0.76,0.76,0.005,0.66,156,0.760 / 4,0.770 / 178
47,25-Feb-19,ADVANCE INFORMATION MARKETING,AIM,-,-,-,0.28,0,0,0,0.235 / 500,0.395 / 50
48,25-Feb-19,AIRASIA GROUP BERHAD,AIRASIA,3.13,3.06,3.15,3.07,-0.06,-1.92,"63,756",3.070 / 572,3.080 / 481
49,25-Feb-19,AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC59,-,-,-,0.025,0,0,0,"0.005 / 4,000",0.000 / 0
50,25-Feb-19,AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC65,0.01,0.005,0.01,0.005,-0.01,-66.67,"29,641",0.005 / 359,"0.010 / 16,200"
51,25-Feb-19,AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC67,0.21,0.195,0.21,0.195,-0.015,-7.14,"2,939",0.190 / 550,0.230 / 130
52,25-Feb-19,AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC68,-,-,-,0.05,0,0,0,"0.015 / 1,000","0.040 / 1,000"
53,25-Feb-19,AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC69,-,-,-,0.135,0,0,0,0.000 / 0,0.135 / 300
54,25-Feb-19,AIRASIAC70: CW AIRASIA GROUP BERHAD (AM),AIRASIAC70,0.065,0.055,0.065,0.055,-0.01,-15.38,"5,332",0.000 / 0,0.000 / 0
55,25-Feb-19,AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),AIRASIAC71,0.165,0.15,0.17,0.15,-0.015,-9.09,"12,509","0.150 / 3,548",0.160 / 400
56,25-Feb-19,AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC72,0.245,0.245,0.245,0.245,-0.015,-5.77,200,0.000 / 0,0.260 / 110
57,25-Feb-19,AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),AIRASIAC73,0.31,0.285,0.31,0.285,-0.02,-6.56,"18,000",0.000 / 0,0.000 / 0
58,25-Feb-19,AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC74,-,-,-,0.47,0,0,0,0.000 / 0,0.510 / 200
59,25-Feb-19,AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),AIRASIAC75,0.19,0.185,0.19,0.19,-0.02,-9.52,600,0.000 / 0,0.235 / 30
60,25-Feb-19,AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),AIRASIAC76,0.11,0.105,0.11,0.105,-0.01,-8.7,"45,388",0.000 / 0,"0.115 / 2,000"
61,25-Feb-19,AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),AIRASIAC77,0.13,0.125,0.135,0.125,-0.005,-3.85,"34,547","0.120 / 1,825","0.130 / 1,000"
62,25-Feb-19,AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),AIRASIAC78,0.155,0.145,0.155,0.145,-0.015,-9.38,"5,640",0.000 / 0,0.150 / 500
63,25-Feb-19,MALAYSIA AIRPORTS HOLDINGS BHD,AIRPORT,8.21,8.17,8.5,8.46,0.26,3.17,"34,762",8.390 / 10,8.460 / 265
64,25-Feb-19,AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),AIRPORT-C2,-,-,-,0.025,0,0,0,0.000 / 0,0.000 / 0
65,25-Feb-19,AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM),AIRPORT-C3,-,-,-,0.035,0,0,0,0.000 / 0,0.000 / 0
66,25-Feb-19,AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),AIRPORT-C4,0.08,0.08,0.085,0.085,0.025,41.67,250,0.055 / 100,0.120 / 300
67,25-Feb-19,AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),AIRPORT-C5,-,-,-,0.09,0,0,0,0.000 / 0,0.000 / 0
68,25-Feb-19,AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),AIRPORT-C6,0.16,0.16,0.16,0.16,0.015,10.34,350,0.000 / 0,0.000 / 0
69,25-Feb-19,AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),AIRPORT-C7,0.14,0.14,0.145,0.145,0.03,26.09,980,0.000 / 0,0.175 / 400
70,25-Feb-19,AMALGAMATED INDUSTRIAL STEEL,AISB,-,-,-,0.265,0,0,0,0.260 / 156,0.295 / 252
71,25-Feb-19,AJINOMOTO (M) BHD,AJI,18.82,18.8,18.82,18.82,0.02,0.11,249,18.780 / 10,18.820 / 100
72,25-Feb-19,AJIYA BHD,AJIYA,0.54,0.54,0.565,0.565,0.025,4.63,791,0.545 / 3,0.565 / 199
73,25-Feb-19,AJIYA BERHAD - WARRANTS 2016/2021,AJIYA-WA,0.105,0.095,0.105,0.105,0,0,271,0.095 / 480,0.105 / 829
74,25-Feb-19,ALAM MARITIM RESOURCES BHD,ALAM,0.105,0.105,0.11,0.105,0,0,"55,553","0.105 / 21,392","0.110 / 17,597"
75,25-Feb-19,AL-AQAR HEALTHCARE REIT,ALAQAR,1.33,1.32,1.33,1.33,0,0,"11,729","1.320 / 1,716",1.330 / 190
76,25-Feb-19,ALCOM GROUP BERHAD,ALCOM,0.5,0.495,0.5,0.5,0,0,"1,920",0.495 / 330,0.520 / 790
77,25-Feb-19,ALLIANZ MALAYSIA BHD,ALLIANZ,14.44,14.4,14.5,14.46,-0.02,-0.14,236,14.400 / 12,14.480 / 12
78,25-Feb-19,ALLIANZ MALAYSIA BHD-ICPS,ALLIANZ-PA,-,-,-,14.5,0,0,0,14.000 / 100,14.500 / 16
79,25-Feb-19,AL-SALAM REAL ESTATE INVESTMENT TRUST,ALSREIT,0.8,0.8,0.815,0.81,0.01,1.25,239,0.810 / 39,0.815 / 11
80,25-Feb-19,AMMB HOLDINGS BHD,AMBANK,4.58,4.54,4.58,4.55,-0.03,-0.66,"16,818",4.530 / 314,"4.550 / 1,855"
81,25-Feb-19,AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),AMBANK-C10,0.19,0.19,0.19,0.19,-0.01,-5,300,0.185 / 10,0.300 / 30
82,25-Feb-19,AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),AMBANK-C11,-,-,-,0.18,0,0,0,0.000 / 0,0.000 / 0
83,25-Feb-19,AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),AMBANK-C12,-,-,-,0.155,0,0,0,0.000 / 0,0.000 / 0
84,25-Feb-19,AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),AMBANK-C13,0.11,0.11,0.11,0.11,0,0,400,0.000 / 0,0.115 / 500
85,25-Feb-19,ASIA MEDIA GROUP BERHAD,AMEDIA,0.16,0.155,0.165,0.16,0.005,3.23,"18,773",0.160 / 597,"0.170 / 1,080"
86,25-Feb-19,AMFIRST REITS,AMFIRST,0.535,0.525,0.535,0.535,0,0,"8,528","0.535 / 1,822",0.540 / 239
87,25-Feb-19,AMLEX HOLDINGS BERHAD,AMLEX,-,-,-,0.18,0,0,0,0.010 / 500,0.170 / 500
88,25-Feb-19,AMCORP PROPERTIES BERHAD,AMPROP,0.525,0.52,0.54,0.52,-0.005,-0.95,"1,646",0.520 / 302,0.525 / 106
89,25-Feb-19,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,AMPROP-PA,0.25,0.245,0.25,0.25,-0.005,-1.96,549,0.250 / 56,0.280 / 13
90,25-Feb-19,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,AMPROP-PB,-,-,-,0.58,0,0,0,0.440 / 100,0.620 / 12
91,25-Feb-19,AMTEK HOLDINGS BHD,AMTEK,0.28,0.28,0.28,0.28,0,0,201,0.260 / 500,0.285 / 100
92,25-Feb-19,AMTEL HOLDINGS BHD,AMTEL,0.655,0.655,0.655,0.655,0,0,10,0.660 / 200,0.795 / 3
93,25-Feb-19,AMVERTON BERHAD,AMVERTON,1,0.965,1,1,0,0,200,1.000 / 50,1.080 / 10
94,25-Feb-19,AMWAY (M) HOLDINGS BHD,AMWAY,6.15,6,6.15,6,-0.1,-1.64,47,5.950 / 1,6.050 / 2
95,25-Feb-19,ANALABS RESOURCES BHD,ANALABS,1.2,1.2,1.2,1.2,-0.04,-3.23,20,1.200 / 10,1.240 / 20
96,25-Feb-19,ANCOM BHD,ANCOM,0.52,0.495,0.52,0.505,0.005,1,"2,050",0.490 / 200,0.505 / 146
97,25-Feb-19,ANCOM LOGISTICS BERHAD,ANCOMLB,0.09,0.09,0.09,0.09,0,0,300,"0.085 / 1,982",0.090 / 47
98,25-Feb-19,ANN JOO RESOURCES BHD,ANNJOO,1.5,1.49,1.61,1.59,0.1,6.71,"34,971",1.580 / 222,1.590 / 183
99,25-Feb-19,ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,ANNJOO-PA,-,-,-,0.43,0,0,0,0.430 / 20,0.600 / 200
100,25-Feb-19,ANZO HOLDINGS BERHAD,ANZO,0.04,0.035,0.04,0.035,-0.005,-12.5,"7,975","0.035 / 204,564","0.040 / 60,254"
101,25-Feb-19,ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,ANZO-WA,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 39,981"
102,25-Feb-19,ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,ANZO-WB,-,-,-,0.025,0,0,0,"0.015 / 2,000",0.025 / 700
103,25-Feb-19,ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,ANZO-WC,0.005,0.005,0.005,0.005,0,0,800,0.000 / 0,"0.005 / 16,477"
104,25-Feb-19,APB RESOURCES BHD,APB,-,-,-,0.785,0,0,0,0.710 / 50,0.790 / 70
105,25-Feb-19,APEX EQUITY HOLDINGS BHD,APEX,0.995,0.995,1.01,1.01,0.015,1.51,170,1.010 / 500,1.030 / 60
106,25-Feb-19,APFT BERHAD,APFT,0.025,0.015,0.025,0.015,-0.005,-25,"6,200","0.015 / 307,075","0.020 / 26,900"
107,25-Feb-19,APM AUTOMOTIVE HOLDINGS BHD,APM,-,-,-,2.93,0,0,0,2.930 / 100,3.100 / 20
108,25-Feb-19,APOLLO FOOD HOLDINGS BHD,APOLLO,3.94,3.88,3.94,3.88,-0.04,-1.02,9,3.880 / 9,3.950 / 95
109,25-Feb-19,APPASIA BERHAD,APPASIA,0.105,0.095,0.11,0.095,-0.01,-9.52,"27,645","0.095 / 9,932","0.100 / 4,990"
110,25-Feb-19,APPASIA BERHAD - WARRANTS A,APPASIA-WA,0.05,0.05,0.055,0.05,0,0,511,"0.045 / 2,700","0.050 / 1,000"
111,25-Feb-19,A-RANK BHD,ARANK,0.53,0.53,0.535,0.535,-0.015,-2.73,518,0.530 / 847,0.550 / 85
112,25-Feb-19,ARK RESOURCES HOLDINGS BERHAD,ARK,-,-,-,0.38,0,0,0,0.400 / 50,0.480 / 150
113,25-Feb-19,ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,ARK-WB,-,-,-,0.09,0,0,0,"0.020 / 1,100",0.390 / 1
114,25-Feb-19,BUMI ARMADA BERHAD,ARMADA,0.2,0.2,0.21,0.2,0,0,"494,502","0.200 / 273,995","0.205 / 71,196"
115,25-Feb-19,ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB),ARMADA-C40,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 11,500"
116,25-Feb-19,ARMADA-C42: CW BUMI ARMADA BERHAD (RHB),ARMADA-C42,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
117,25-Feb-19,ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB),ARMADA-C43,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 38,215"
118,25-Feb-19,ARMADA-C44: CW BUMI ARMADA BERHAD (AM),ARMADA-C44,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 44,370"
119,25-Feb-19,ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB),ARMADA-C45,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 48,657"
120,25-Feb-19,ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),ARMADA-C46,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 29,650"
121,25-Feb-19,ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),ARMADA-C47,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
122,25-Feb-19,ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),ARMADA-C48,0.005,0.005,0.01,0.005,0,0,"4,002",0.000 / 0,"0.005 / 2,600"
123,25-Feb-19,ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),ARMADA-C49,-,-,-,0.015,0,0,0,"0.010 / 30,000","0.015 / 33,000"
124,25-Feb-19,ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),ARMADA-C50,0.025,0.025,0.025,0.025,0.005,25,"1,396","0.020 / 49,431","0.025 / 1,570"
125,25-Feb-19,AMANAHRAYA REITS,ARREIT,-,-,-,0.84,0,0,0,0.845 / 10,0.850 / 784
126,25-Feb-19,ADVANCE SYNERGY BHD,ASB,0.135,0.135,0.14,0.14,0.005,3.7,"18,169","0.130 / 13,620","0.140 / 13,860"
127,25-Feb-19,ASDION BHD,ASDION,0.225,0.225,0.26,0.255,0.025,10.87,"77,157",0.255 / 806,"0.260 / 2,159"
128,25-Feb-19,ASDION BERHAD - WARRANTS 2014/2019,ASDION-WB,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 11,100"
129,25-Feb-19,ASIA BRANDS BERHAD,ASIABRN,0.39,0.39,0.43,0.43,0.055,14.67,"2,783",0.425 / 300,0.000 / 0
130,25-Feb-19,ASIA FILE CORPORATION BHD,ASIAFLE,2.61,2.61,2.61,2.61,0,0,50,2.560 / 31,2.620 / 20
131,25-Feb-19,ASIAN PAC HOLDINGS BHD,ASIAPAC,0.12,0.12,0.125,0.12,0,0,"1,516","0.120 / 5,520","0.125 / 12,194"
132,25-Feb-19,ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,ASIAPAC-LC,-,-,-,0.6,0,0,0,0.600 / 100,0.800 / 80
133,25-Feb-19,ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,ASIAPAC-WB,0.045,0.045,0.045,0.045,-0.005,-10,868,0.045 / 32,0.050 / 600
134,25-Feb-19,ASIA POLY HOLDINGS BHD,ASIAPLY,0.08,0.075,0.08,0.075,-0.01,-11.76,"2,400","0.075 / 12,600","0.080 / 1,200"
135,25-Feb-19,ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,ASIAPLY-PA,-,-,-,0.04,0,0,0,"0.035 / 27,673",0.040 / 500
136,25-Feb-19,ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,ASIAPLY-WA,-,-,-,0.035,0,0,0,0.020 / 500,"0.035 / 8,249"
137,25-Feb-19,ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,ASIAPLY-WB,-,-,-,0.035,0,0,0,"0.030 / 11,000","0.035 / 2,015"
138,25-Feb-19,ASTINO BHD,ASTINO,0.7,0.7,0.7,0.7,0,0,771,0.705 / 260,0.715 / 100
139,25-Feb-19,ASTRO MALAYSIA HOLDINGS BERHAD,ASTRO,1.65,1.64,1.67,1.64,-0.01,-0.61,"46,665","1.640 / 2,964",1.650 / 48
140,25-Feb-19,ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),ASTRO-C10,0.15,0.15,0.15,0.15,0.005,3.45,"24,000",0.000 / 0,0.000 / 0
141,25-Feb-19,ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),ASTRO-C11,0.13,0.13,0.13,0.13,0,0,"10,000",0.000 / 0,0.000 / 0
142,25-Feb-19,ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),ASTRO-C12,-,-,-,0.115,0,0,0,0.110 / 400,0.000 / 0
143,25-Feb-19,ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),ASTRO-C13,0.105,0.105,0.105,0.105,0,0,"8,000",0.000 / 0,0.000 / 0
144,25-Feb-19,AT SYSTEMATIZATION BHD,AT,0.055,0.05,0.055,0.05,0,0,"2,300","0.050 / 30,142","0.055 / 3,904"
145,25-Feb-19,AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,AT-WB,0.005,0.005,0.005,0.005,0,0,500,0.000 / 0,"0.010 / 31,470"
146,25-Feb-19,ATA IMS BERHAD,ATAIMS,1.8,1.8,1.81,1.8,0,0,"3,439","1.800 / 1,191",1.810 / 100
147,25-Feb-19,ATLAN HOLDINGS BHD,ATLAN,4.36,4.36,4.4,4.4,0,0,20,4.350 / 7,4.400 / 55
148,25-Feb-19,ATRIUM REITS,ATRIUM,1.12,1.12,1.13,1.12,0,0,426,1.110 / 873,1.130 / 647
149,25-Feb-19,ATTA GLOBAL GROUP BERHAD,ATTA,0.725,0.725,0.73,0.73,0.005,0.69,230,0.705 / 10,0.745 / 20
150,25-Feb-19,ATTA GLOBAL GROUP BERHAD - ICULS 12/22,ATTA-LA,0.11,0.1,0.12,0.12,0,0,745,0.100 / 495,0.120 / 790
151,25-Feb-19,ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,ATTA-PA,0.15,0.15,0.15,0.15,-0.02,-11.76,500,0.140 / 750,0.150 / 480
152,25-Feb-19,ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,ATTA-WB,0.115,0.115,0.115,0.115,0,0,300,0.110 / 230,0.125 / 235
153,25-Feb-19,ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,ATTA-WC,-,-,-,0.095,0,0,0,0.100 / 180,0.175 / 28
154,25-Feb-19,ATURMAJU RESOURCES BHD,ATURMJU,0.295,0.295,0.31,0.3,0.005,1.69,"3,741","0.300 / 1,233",0.310 / 217
155,25-Feb-19,ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,ATURMJU-PA,0.055,0.05,0.06,0.055,0.005,10,"61,248","0.055 / 30,908","0.060 / 40,695"
156,25-Feb-19,AVILLION BERHAD,AVI,-,-,-,0.245,0,0,0,"0.235 / 1,008",0.245 / 80
157,25-Feb-19,AWC BERHAD,AWC,0.755,0.75,0.77,0.76,0.015,2.01,"16,494",0.760 / 28,0.765 / 460
158,25-Feb-19,AWC BERHAD - WARRANTS 2018/2023,AWC-WA,0.21,0.205,0.22,0.205,-0.005,-2.38,"8,550","0.205 / 2,210","0.215 / 1,158"
159,25-Feb-19,AXIATA GROUP BERHAD,AXIATA,4.01,4.01,4.19,4.17,-0.08,-1.88,"58,904","4.170 / 6,569",4.190 / 216
160,25-Feb-19,AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),AXIATA-C28,-,-,-,0.02,0,0,0,0.000 / 0,0.000 / 0
161,25-Feb-19,AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB),AXIATA-C29,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
162,25-Feb-19,AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),AXIATA-C30,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
163,25-Feb-19,AXIATA-C31: CW AXIATA GROUP BERHAD (AM),AXIATA-C31,-,-,-,0.04,0,0,0,0.000 / 0,0.000 / 0
