id,thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
470,25-Feb-19,FAR EAST HOLDINGS BHD,FAREAST,2.75,2.75,2.83,2.83,0.08,2.91,"1,241",2.750 / 20,2.830 / 40
471,25-Feb-19,FARLIM GROUP (M) BHD,FARLIM,0.365,0.36,0.375,0.375,0,0,555,0.360 / 144,0.375 / 241
472,25-Feb-19,FAVELLE FAVCO BHD,FAVCO,2.61,2.61,2.7,2.65,0.05,1.92,"4,487",2.640 / 304,2.650 / 196
473,25-Feb-19,FBMKLCI-C5D: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5D,-,-,-,0.085,0,0,0,0.000 / 0,0.000 / 0
474,25-Feb-19,FBMKLCI-C5F: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5F,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 2,196"
475,25-Feb-19,FBMKLCI-C5G: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5G,0.005,0.005,0.005,0.005,0,0,197,0.000 / 0,0.000 / 0
476,25-Feb-19,FBMKLCI-C5H: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5H,-,-,-,0.01,0,0,0,0.000 / 0,0.000 / 0
477,25-Feb-19,FBMKLCI-C5I: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5I,-,-,-,0.005,0,0,0,0.000 / 0,0.005 / 50
478,25-Feb-19,FBMKLCI-C5J: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5J,-,-,-,0.04,0,0,0,0.040 / 200,0.055 / 50
479,25-Feb-19,FBMKLCI-C5K: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5K,0.01,0.01,0.015,0.015,0.005,50,"1,625","0.005 / 2,100","0.015 / 1,875"
480,25-Feb-19,FBMKLCI-C5L: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5L,-,-,-,0.13,0,0,0,0.000 / 0,0.135 / 300
481,25-Feb-19,FBMKLCI-C5M: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5M,0.185,0.185,0.19,0.19,0.01,5.56,"1,420",0.000 / 0,0.000 / 0
482,25-Feb-19,FBMKLCI-C5N: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5N,0.085,0.085,0.09,0.085,0,0,"5,120",0.065 / 500,0.100 / 700
483,25-Feb-19,FBMKLCI-C5O: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5O,0.07,0.07,0.07,0.07,0,0,"1,000",0.070 / 600,0.080 / 400
484,25-Feb-19,FBMKLCI-C5P: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5P,-,-,-,0.285,0,0,0,0.280 / 200,0.305 / 100
485,25-Feb-19,FBMKLCI-C5Q: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5Q,0.455,0.45,0.46,0.46,0.005,1.1,"5,505",0.000 / 0,0.000 / 0
486,25-Feb-19,FBMKLCI-C5R: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-C5R,0.095,0.095,0.095,0.095,-0.005,-5,50,0.060 / 500,0.000 / 0
487,25-Feb-19,FBMKLCI-C5S: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5S,-,-,-,0.23,0,0,0,0.000 / 0,0.235 / 165
488,25-Feb-19,FBMKLCI-C5T: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-C5T,0.355,0.355,0.355,0.355,0.005,1.43,70,0.000 / 0,0.000 / 0
489,25-Feb-19,FBMKLCI-C5U: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-C5U,-,-,-,0.15,0,0,0,0.000 / 0,0.000 / 0
490,25-Feb-19,FTSE BURSA MALAYSIA KLCI ETF,FBMKLCI-EA,1.77,1.77,1.79,1.79,0.01,0.56,17,1.790 / 484,1.815 / 1
491,25-Feb-19,FBMKLCI-H6F: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6F,-,-,-,0.03,0,0,0,0.000 / 0,0.000 / 0
492,25-Feb-19,FBMKLCI-H6H: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6H,0.085,0.085,0.085,0.085,0,0,"3,700","0.035 / 1,000",0.085 / 900
493,25-Feb-19,FBMKLCI-H6I: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6I,-,-,-,0.065,0,0,0,0.000 / 0,0.000 / 0
494,25-Feb-19,FBMKLCI-H6J: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6J,-,-,-,0.165,0,0,0,0.000 / 0,0.000 / 0
495,25-Feb-19,FBMKLCI-H6K: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6K,-,-,-,0.165,0,0,0,0.000 / 0,0.000 / 0
496,25-Feb-19,FBMKLCI-H6L: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6L,0.11,0.105,0.11,0.105,-0.005,-4.55,"27,035",0.000 / 0,0.145 / 100
497,25-Feb-19,FBMKLCI-H6M: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6M,0.145,0.145,0.15,0.15,-0.005,-3.23,"1,100",0.000 / 0,0.160 / 100
498,25-Feb-19,FBMKLCI-H6N: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6N,-,-,-,0.195,0,0,0,0.000 / 0,0.000 / 0
499,25-Feb-19,FBMKLCI-H6O: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6O,0.29,0.29,0.29,0.29,-0.015,-4.92,300,0.285 / 100,0.000 / 0
500,25-Feb-19,FBMKLCI-H6P: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6P,0.045,0.045,0.045,0.045,-0.005,-10,"7,283","0.040 / 4,400",0.045 / 998
501,25-Feb-19,FBMKLCI-H6Q: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6Q,0.07,0.07,0.07,0.07,-0.005,-6.67,590,0.070 / 630,0.075 / 500
502,25-Feb-19,FBMKLCI-H6R: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6R,-,-,-,0.24,0,0,0,0.000 / 0,0.000 / 0
503,25-Feb-19,FBMKLCI-H6S: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6S,-,-,-,0.32,0,0,0,0.000 / 0,0.000 / 0
504,25-Feb-19,FBMKLCI-H6T: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),FBMKLCI-H6T,-,-,-,0.08,0,0,0,0.000 / 0,0.000 / 0
505,25-Feb-19,FBMKLCI-H6U: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6U,-,-,-,0.295,0,0,0,0.000 / 0,0.000 / 0
506,25-Feb-19,FBMKLCI-H6V: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),FBMKLCI-H6V,0.25,0.25,0.25,0.25,-0.005,-1.96,80,0.000 / 0,0.255 / 100
507,25-Feb-19,FBMKLCI-H6W: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),FBMKLCI-H6W,-,-,-,0.135,0,0,0,0.000 / 0,0.000 / 0
508,25-Feb-19,FCW HOLDINGS BHD,FCW,0.73,0.73,0.73,0.73,0,0,154,0.730 / 202,0.780 / 50
509,25-Feb-19,FGV HOLDINGS BERHAD,FGV,1.26,1.21,1.27,1.21,-0.04,-3.2,"162,413","1.210 / 5,816",1.230 / 510
510,25-Feb-19,FGV-C52: CW FGV HOLDINGS BERHAD (CIMB),FGV-C52,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 19,546"
511,25-Feb-19,FGV-C54: CW FGV HOLDINGS BERHAD (MIBB),FGV-C54,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 1,560"
512,25-Feb-19,FGV-C55: CW FGV HOLDINGS BERHAD (CIMB),FGV-C55,0.01,0.01,0.015,0.015,-0.005,-25,"5,049",0.010 / 520,"0.015 / 9,731"
513,25-Feb-19,FGV-C56: CW FGV HOLDINGS BERHAD (MACQ),FGV-C56,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
514,25-Feb-19,FGV-C57: CW FGV HOLDINGS BERHAD (RHB),FGV-C57,-,-,-,0.005,0,0,0,0.000 / 0,0.000 / 0
515,25-Feb-19,FGV-C58: CW FGV HOLDINGS BERHAD (CIMB),FGV-C58,0.01,0.01,0.015,0.015,0,0,"17,001","0.005 / 18,780","0.015 / 4,251"
516,25-Feb-19,FGV-C59: CW FGV HOLDINGS BERHAD (MACQ),FGV-C59,-,-,-,0.035,0,0,0,0.000 / 0,0.000 / 0
517,25-Feb-19,FGV-C60: CW FGV HOLDINGS BERHAD (KIBB),FGV-C60,0.015,0.015,0.015,0.015,-0.005,-25,"2,150","0.010 / 2,000","0.020 / 2,000"
518,25-Feb-19,FGV-C61: CW FGV HOLDINGS BERHAD (MACQ),FGV-C61,0.045,0.04,0.045,0.04,-0.01,-20,"56,700","0.035 / 5,410","0.045 / 3,500"
519,25-Feb-19,FGV-C62: CW FGV HOLDINGS BERHAD (RHB),FGV-C62,0.115,0.105,0.115,0.105,-0.015,-12.5,"103,960","0.100 / 4,050",0.110 / 200
520,25-Feb-19,FGV-C63: CW FGV HOLDINGS BERHAD (MACQ),FGV-C63,0.23,0.195,0.23,0.205,-0.03,-12.77,"41,014",0.205 / 58,"0.210 / 2,544"
521,25-Feb-19,FGV-C64: CW FGV HOLDINGS BERHAD (RHB),FGV-C64,0.26,0.26,0.27,0.27,-0.02,-6.9,400,0.000 / 0,0.270 / 200
522,25-Feb-19,FGV-C65: CW FGV HOLDINGS BERHAD (KIBB),FGV-C65,0.23,0.205,0.23,0.215,-0.02,-8.51,"47,532",0.000 / 0,0.230 / 500
523,25-Feb-19,FGV-C66: CW FGV HOLDINGS BERHAD (MACQ),FGV-C66,0.32,0.32,0.34,0.34,-0.025,-6.85,450,0.000 / 0,0.000 / 0
524,25-Feb-19,FGV-C67: CW FGV HOLDINGS BERHAD (CIMB),FGV-C67,0.47,0.465,0.485,0.47,-0.05,-9.62,"8,133",0.430 / 50,0.470 / 760
525,25-Feb-19,FGV-C68: CW FGV HOLDINGS BERHAD (MIBB),FGV-C68,-,-,-,0.2,0,0,0,0.000 / 0,0.000 / 0
526,25-Feb-19,FGV-C69: CW FGV HOLDINGS BERHAD (KIBB),FGV-C69,-,-,-,0.165,0,0,0,0.060 / 300,0.000 / 0
527,25-Feb-19,FIAMMA HOLDINGS BHD,FIAMMA,0.525,0.525,0.53,0.53,0,0,169,0.525 / 210,0.535 / 255
528,25-Feb-19,FIBON BERHAD,FIBON,-,-,-,0.49,0,0,0,0.450 / 100,0.500 / 450
529,25-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD,FIHB,0.36,0.35,0.37,0.37,0.005,1.37,"1,320",0.365 / 100,0.370 / 265
530,25-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 16/26,FIHB-PA,-,-,-,0.07,0,0,0,0.055 / 700,0.085 / 570
531,25-Feb-19,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 18/28,FIHB-PB,-,-,-,0.08,0,0,0,0.045 / 800,0.000 / 0
532,25-Feb-19,FIMA CORPORATION BHD,FIMACOR,1.9,1.9,1.9,1.9,0.02,1.06,100,1.900 / 29,1.970 / 10
533,25-Feb-19,FINTEC GLOBAL BERHAD,FINTEC,0.055,0.055,0.06,0.06,0.005,9.09,"12,734","0.055 / 4,530","0.060 / 50,346"
534,25-Feb-19,FINTEC GLOBAL BERHAD - ICPS A 2017/2027,FINTEC-PA,0.025,0.025,0.025,0.025,0,0,500,"0.025 / 97,421","0.030 / 14,600"
535,25-Feb-19,FINTEC GLOBAL BERHAD - WARRANTS A 2014/2024,FINTEC-WA,-,-,-,0.01,0,0,0,"0.010 / 116,691","0.015 / 10,664"
536,25-Feb-19,FINTEC GLOBAL BERHAD - WARRANTS B 2017/2022,FINTEC-WB,-,-,-,0.02,0,0,0,"0.020 / 25,100","0.025 / 8,041"
537,25-Feb-19,FITTERS DIVERSIFIED BHD,FITTERS,0.48,0.48,0.52,0.515,0.035,7.29,"97,240","0.515 / 2,013","0.520 / 6,739"
538,25-Feb-19,FITTERS DIVERSIFIED BERHAD - Warrants,FITTERS-WB,0.035,0.035,0.045,0.04,0.005,14.29,"36,277","0.035 / 13,885",0.040 / 999
539,25-Feb-19,FOCUS LUMBER BERHAD,FLBHD,1.76,1.7,1.78,1.71,-0.05,-2.84,"20,974",1.710 / 20,1.720 / 852
540,25-Feb-19,FOCUS DYNAMICS GROUP BERHAD,FOCUS,0.14,0.135,0.145,0.145,0.005,3.57,"32,898",0.140 / 582,"0.145 / 14,275"
541,25-Feb-19,FOCUS DYNAMICS GROUP BERHAD- WARRANTS C 2014/2019,FOCUS-WC,-,-,-,0.095,0,0,0,0.085 / 500,0.110 / 100
542,25-Feb-19,FOCUS POINT HOLDINGS BERHAD,FOCUSP,0.2,0.2,0.2,0.2,0,0,20,0.200 / 30,0.235 / 75
543,25-Feb-19,FOUNDPAC GROUP BERHAD,FPGROUP,0.3,0.3,0.315,0.305,0.005,1.67,"66,749","0.305 / 4,217","0.310 / 14,614"
544,25-Feb-19,FORMOSA PROSONIC INDUSTRIES,FPI,1.86,1.81,1.87,1.82,-0.03,-1.62,"19,683",1.820 / 136,1.840 / 330
545,25-Feb-19,FREIGHT MANAGEMENT HLDGS BHD,FREIGHT,0.56,0.56,0.575,0.565,0.01,1.8,"2,370",0.560 / 60,0.565 / 168
546,25-Feb-19,FRONTKEN CORPORATION BHD,FRONTKN,0.965,0.95,0.98,0.96,0,0,"82,513","0.955 / 2,538","0.960 / 1,692"
547,25-Feb-19,FSBM HOLDINGS BHD,FSBM,-,-,-,0.095,0,0,0,0.000 / 0,0.000 / 0
548,25-Feb-19,FSBM HOLDINGS BERHAD - WARR,FSBM-WA,-,-,-,0.025,0,0,0,0.000 / 0,0.000 / 0
549,25-Feb-19,G3 GLOBAL BERHAD,G3,0.79,0.79,0.79,0.79,0.005,0.64,2,0.745 / 10,0.790 / 336
550,25-Feb-19,G3 GLOBAL BERHAD - WARRANTS 2017/2022,G3-WA,-,-,-,0.77,0,0,0,0.525 / 50,0.720 / 250
551,25-Feb-19,GADANG HOLDINGS BHD,GADANG,0.64,0.625,0.64,0.63,-0.005,-0.79,"19,239",0.625 / 227,0.630 / 2
552,25-Feb-19,GADANG HOLDINGS BHD - WARRANTS 2016 / 2021,GADANG-WB,0.145,0.14,0.145,0.145,-0.005,-3.33,"5,156","0.140 / 2,768","0.145 / 1,078"
553,25-Feb-19,GAMUDA BHD,GAMUDA,2.8,2.64,2.88,2.86,-0.18,-5.92,"416,826","2.860 / 2,741",2.870 / 472
554,25-Feb-19,GAMUDA-C51: CW GAMUDA BERHAD (MIBB),GAMUDA-C51,0.01,0.01,0.015,0.015,-0.01,-40,"1,955","0.005 / 2,700",0.025 / 130
555,25-Feb-19,GAMUDA-C53: CW GAMUDA BERHAD (CIMB),GAMUDA-C53,-,-,-,0.005,0,0,0,0.000 / 0,"0.010 / 1,998"
556,25-Feb-19,GAMUDA-C54: CW GAMUDA BERHAD (AM),GAMUDA-C54,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 20,644"
557,25-Feb-19,GAMUDA-C55: CW GAMUDA BERHAD (MACQ),GAMUDA-C55,-,-,-,0.015,0,0,0,0.000 / 0,0.015 / 99
558,25-Feb-19,GAMUDA-C56: CW GAMUDA BERHAD (MACQ),GAMUDA-C56,-,-,-,0.03,0,0,0,0.000 / 0,0.030 / 100
559,25-Feb-19,GAMUDA-C57: CW GAMUDA BERHAD (CIMB),GAMUDA-C57,0.035,0.03,0.045,0.04,-0.025,-38.46,"1,358","0.040 / 1,198",0.050 / 370
560,25-Feb-19,GAMUDA-C58: CW GAMUDA BERHAD (MACQ),GAMUDA-C58,0.07,0.06,0.08,0.075,-0.025,-25,"4,370",0.065 / 440,0.000 / 0
561,25-Feb-19,GAMUDA-C59: CW GAMUDA BERHAD (CIMB),GAMUDA-C59,0.14,0.14,0.18,0.17,-0.045,-20.93,"11,047",0.160 / 58,0.225 / 130
562,25-Feb-19,GAMUDA-C60: CW GAMUDA BERHAD (KIBB),GAMUDA-C60,0.09,0.09,0.11,0.11,-0.025,-18.52,"74,050","0.105 / 5,000",0.115 / 200
563,25-Feb-19,GAMUDA-C61: CW GAMUDA BERHAD (MACQ),GAMUDA-C61,0.075,0.065,0.085,0.085,-0.03,-26.09,"98,740",0.080 / 810,0.095 / 300
564,25-Feb-19,GAMUDA-C62: CW GAMUDA BERHAD (AM),GAMUDA-C62,0.09,0.08,0.1,0.095,-0.035,-26.92,"38,830",0.095 / 257,0.000 / 0
565,25-Feb-19,GAMUDA-C63: CW GAMUDA BERHAD (MIBB),GAMUDA-C63,0.1,0.085,0.11,0.105,-0.03,-22.22,"83,956",0.085 / 510,0.000 / 0
566,25-Feb-19,GAMUDA BERHAD-WARRANTS E,GAMUDA-WE,0.26,0.225,0.26,0.24,-0.035,-12.73,"71,684","0.240 / 2,952","0.245 / 3,400"
567,25-Feb-19,GAS MALAYSIA BERHAD,GASMSIA,2.88,2.85,2.88,2.85,-0.04,-1.38,164,2.850 / 116,2.880 / 10
568,25-Feb-19,GABUNGAN AQRS BERHAD,GBGAQRS,1.17,1.15,1.18,1.17,0.02,1.74,"26,303",1.160 / 703,"1.180 / 7,113"
569,25-Feb-19,GABUNGAN AQRS BERHAD-WARRANTS B,GBGAQRS-WB,0.3,0.29,0.3,0.3,0.005,1.69,"21,734",0.295 / 189,"0.300 / 5,223"
570,25-Feb-19,GUAN CHONG BHD,GCB,3.82,3.76,3.87,3.81,0.01,0.26,"7,500",3.800 / 216,"3.810 / 4,120"
571,25-Feb-19,GCB-CA: CW GUAN CHONG BERHAD (RHB),GCB-CA,0.34,0.315,0.34,0.32,-0.015,-4.48,"5,101",0.310 / 350,0.340 / 300
572,25-Feb-19,GRAND CENTRAL ENTERPRISES BHD,GCE,-,-,-,0.43,0,0,0,0.430 / 50,0.475 / 70
573,25-Feb-19,GDB HOLDINGS BERHAD,GDB,0.27,0.265,0.28,0.265,0.005,1.92,"8,800","0.265 / 3,694","0.270 / 1,235"
574,25-Feb-19,GD EXPRESS CARRIER BHD,GDEX,0.305,0.3,0.31,0.305,0,0,"12,569",0.305 / 69,"0.310 / 2,860"
575,25-Feb-19,GDEX-CN: CW GD EXPRESS CARRIER BERHAD (AM),GDEX-CN,-,-,-,0.005,0,0,0,0.000 / 0,0.020 / 20
576,25-Feb-19,GD EXPRESS CARRIER  BERHAD- Warrants B 2015/2020,GDEX-WB,0.045,0.045,0.055,0.045,-0.005,-10,181,"0.045 / 11,394","0.050 / 2,065"
577,25-Feb-19,GEELY-C1: CW GEELY AUTOMOBILE HOLDINGS LIMITED (RHB),GEELY-C1,-,-,-,0.075,0,0,0,0.000 / 0,0.150 / 600
578,25-Feb-19,GENETEC TECHNOLOGY BERHAD,GENETEC,1.93,1.91,1.93,1.93,-0.01,-0.52,547,1.930 / 96,1.940 / 15
579,25-Feb-19,GENTING MALAYSIA BERHAD,GENM,3.51,3.48,3.52,3.51,0.01,0.29,"106,583",3.500 / 139,"3.510 / 1,701"
580,25-Feb-19,GENM-C38: CW GENTING MALAYSIA BERHAD (RHB),GENM-C38,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 49,618"
581,25-Feb-19,GENM-C39: CW GENTING MALAYSIA BERHAD (AM),GENM-C39,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 68,311"
582,25-Feb-19,GENM-C40: CW GENTING MALAYSIA BERHAD (KIBB),GENM-C40,-,-,-,0.15,0,0,0,0.000 / 0,0.000 / 0
583,25-Feb-19,GENM-C41: CW GENTING MALAYSIA BERHAD (CIMB),GENM-C41,0.005,0.005,0.01,0.01,0.005,100,"2,001","0.005 / 1,010","0.010 / 4,904"
584,25-Feb-19,GENM-C42: CW GENTING MALAYSIA BERHAD (MACQ),GENM-C42,-,-,-,0.05,0,0,0,"0.040 / 2,000",0.050 / 200
585,25-Feb-19,GENM-C43: CW GENTING MALAYSIA BERHAD (RHB),GENM-C43,0.06,0.06,0.06,0.06,0,0,"1,670",0.000 / 0,"0.065 / 10,382"
586,25-Feb-19,GENM-C44: CW GENTING MALAYSIA BERHAD (KIBB),GENM-C44,-,-,-,0.08,0,0,0,"0.065 / 1,200",0.000 / 0
587,25-Feb-19,GENM-C45: CW GENTING MALAYSIA BERHAD (AM),GENM-C45,-,-,-,0.175,0,0,0,0.000 / 0,0.000 / 0
588,25-Feb-19,GENM-C46: CW GENTING MALAYSIA BERHAD (MACQ),GENM-C46,0.15,0.15,0.15,0.15,0,0,"10,500","0.145 / 3,500",0.000 / 0
589,25-Feb-19,GENM-C47: CW GENTING MALAYSIA BERHAD (RHB),GENM-C47,0.15,0.15,0.15,0.15,-0.005,-3.23,"3,000",0.135 / 500,0.155 / 400
590,25-Feb-19,GENM-C48: CW GENTING MALAYSIA BERHAD (KIBB),GENM-C48,0.14,0.14,0.14,0.14,0,0,"4,000",0.000 / 0,0.150 / 200
591,25-Feb-19,GENM-C49: CW GENTING MALAYSIA BERHAD (MACQ),GENM-C49,0.215,0.215,0.215,0.215,0,0,"12,420",0.000 / 0,0.225 / 500
592,25-Feb-19,GENM-C50: CW GENTING MALAYSIA BERHAD (CIMB),GENM-C50,0.2,0.2,0.2,0.2,-0.005,-2.44,"1,229",0.195 / 300,0.000 / 0
593,25-Feb-19,GENM-C51: CW GENTING MALAYSIA BERHAD (MIBB),GENM-C51,0.15,0.15,0.15,0.15,0,0,"1,998",0.000 / 0,0.160 / 300
594,25-Feb-19,GENTING PLANTATIONS BERHAD,GENP,10.5,10.5,10.6,10.54,-0.06,-0.57,676,"10.540 / 9,572",10.560 / 6
595,25-Feb-19,GENTING PLANTATIONS BERHAD-WARRANT A 13/19,GENP-WA,2.7,2.7,2.7,2.7,0.01,0.37,134,2.700 / 10,2.800 / 14
596,25-Feb-19,GENTING BHD,GENTING,7.52,7.38,7.56,7.4,-0.11,-1.46,"21,624",7.400 / 617,7.410 / 10
597,25-Feb-19,GENTINGC51: CW GENTING BERHAD (CIMB),GENTINGC51,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 15,567"
598,25-Feb-19,GENTINGC53: CW GENTING BERHAD (MIBB),GENTINGC53,-,-,-,0.005,0,0,0,0.000 / 0,"0.005 / 26,532"
599,25-Feb-19,GENTINGC55: CW GENTING BERHAD (RHB),GENTINGC55,-,-,-,0.05,0,0,0,0.000 / 0,0.000 / 0
600,25-Feb-19,GENTINGC56: CW GENTING BERHAD (MACQ),GENTINGC56,-,-,-,0.035,0,0,0,0.000 / 0,0.035 / 400
601,25-Feb-19,GENTINGC57: CW GENTING BERHAD (MACQ),GENTINGC57,0.16,0.15,0.16,0.15,-0.01,-6.25,"1,100",0.000 / 0,0.000 / 0
602,25-Feb-19,GENTINGC58: CW GENTING BERHAD (CIMB),GENTINGC58,0.11,0.105,0.11,0.105,-0.005,-4.55,"2,250",0.100 / 500,0.105 / 7
603,25-Feb-19,GENTINGC59: CW GENTING BERHAD (RHB),GENTINGC59,0.15,0.15,0.15,0.15,-0.01,-6.25,"6,000",0.000 / 0,0.000 / 0
604,25-Feb-19,GENTINGC60: CW GENTING BERHAD (KIBB),GENTINGC60,0.19,0.19,0.19,0.19,0,0,"1,000",0.000 / 0,0.000 / 0
605,25-Feb-19,GENTINGC61: CW GENTING BERHAD (AM),GENTINGC61,0.18,0.165,0.18,0.165,-0.015,-8.33,"3,100",0.135 / 100,0.000 / 0
606,25-Feb-19,GENTINGC62: CW GENTING BERHAD (MACQ),GENTINGC62,0.235,0.225,0.235,0.225,-0.01,-4.26,"7,600",0.000 / 0,0.000 / 0
607,25-Feb-19,GENTINGC63: CW GENTING BERHAD (MIBB),GENTINGC63,0.185,0.185,0.185,0.185,-0.01,-5.13,"12,000",0.000 / 0,0.300 / 50
608,25-Feb-19,GE-SHEN CORPORATION BHD,GESHEN,-,-,-,0.71,0,0,0,0.715 / 53,0.760 / 20
609,25-Feb-19,GETS GLOBAL BERHAD,GETS,0.12,0.12,0.12,0.12,-0.005,-4,95,"0.120 / 1,000",0.125 / 233
610,25-Feb-19,GFM SERVICES BERHAD,GFM,0.53,0.53,0.55,0.535,0.01,1.9,"65,139","0.530 / 4,522",0.535 / 945
611,25-Feb-19,GFM SERVICES BERHAD - WARRANTS C 2019/2022,GFM-WC,0.23,0.23,0.245,0.24,0.015,6.67,"79,551","0.235 / 4,341",0.240 / 778
612,25-Feb-19,GHL SYSTEMS BHD,GHLSYS,1.67,1.67,1.7,1.7,0,0,450,1.700 / 50,1.710 / 15
613,25-Feb-19,GHLSYS-CA: CW GHL SYSTEMS BERHAD (MIBB),GHLSYS-CA,-,-,-,0.12,0,0,0,0.000 / 0,0.000 / 0
614,25-Feb-19,GEORGE KENT (M) BHD,GKENT,1.18,1.13,1.19,1.13,-0.04,-3.42,"50,062","1.130 / 3,360",1.140 / 900
615,25-Feb-19,GOLDEN LAND BERHAD,GLBHD,-,-,-,0.375,0,0,0,0.375 / 50,0.420 / 85
616,25-Feb-19,GLOMAC BHD,GLOMAC,0.38,0.375,0.38,0.375,-0.005,-1.32,656,0.375 / 657,"0.385 / 1,520"
617,25-Feb-19,GLOBALTEC FORMATION BERHAD,GLOTEC,0.475,0.475,0.485,0.485,0.005,1.04,"6,451",0.475 / 365,0.485 / 333
618,25-Feb-19,GLOBALTEC FORMATION BERHAD - WARRANTS 2018/2021,GLOTEC-WA,0.075,0.075,0.08,0.08,0.005,6.67,305,0.080 / 85,0.085 / 909
619,25-Feb-19,GROMUTUAL BHD,GMUTUAL,0.28,0.275,0.28,0.28,-0.015,-5.08,340,0.275 / 387,0.280 / 480
620,25-Feb-19,G NEPTUNE BERHAD,GNB,0.05,0.05,0.05,0.05,0,0,"3,050","0.050 / 1,450","0.055 / 14,180"
621,25-Feb-19,GLOBAL ORIENTAL BERHAD,GOB,0.185,0.175,0.185,0.185,0,0,"7,510","0.175 / 3,090","0.185 / 3,135"
622,25-Feb-19,GLOBAL ORIENTAL BERHAD-WA 2014/2019,GOB-WA,0.005,0.005,0.005,0.005,0,0,60,"0.005 / 23,904",0.010 / 637
623,25-Feb-19,GREEN OCEAN CORPORATION BERHAD,GOCEAN,0.1,0.1,0.1,0.1,-0.005,-4.76,"2,900",0.100 / 200,"0.105 / 1,150"
624,25-Feb-19,GREEN OCEAN CORPORATION BHD- WARRANTS A 14/19,GOCEAN-WA,-,-,-,0.005,0,0,0,0.000 / 0,"0.010 / 15,482"
625,25-Feb-19,TRADEPLUS SHARIAH GOLD TRACKER,GOLDETF,1.77,1.765,1.78,1.765,-0.015,-0.84,"14,190",1.760 / 10,0.000 / 0
626,25-Feb-19,GOODWAY INTEGRATED INDUSTRIES,GOODWAY,0.215,0.21,0.215,0.21,-0.005,-2.33,"3,230","0.210 / 3,020",0.215 / 407
627,25-Feb-19,GOPENG BHD,GOPENG,0.69,0.69,0.69,0.69,0,0,105,0.690 / 67,0.700 / 83
628,25-Feb-19,GPA HOLDINGS BHD,GPA,-,-,-,0.085,0,0,0,"0.085 / 1,900","0.095 / 4,157"
