Date,High,Low,Open,Close,Volume,yhat,us_china,trump,malaysia,Score,target_cls
2017-10-09,6.4600000379999996,6.409999847000001,6.409999847000001,6.420000076,15881900.0,6.23367999,43.28571429,13.85714286,45.0,0.0,0.0
2017-10-10,6.329999924,6.25,6.3000001910000005,6.28000021,8175400.0,6.221297002999999,42.57142857,13.71428571,45.0,0.0,1.0
2017-10-11,6.3000001910000005,6.260000229,6.269999981000001,6.2899999620000004,10968600.0,6.216204345,41.85714286,13.57142857,45.0,0.0,0.0
2017-10-12,6.320000172,6.28000021,6.320000172,6.2899999620000004,10931100.0,6.222477699,41.14285714,13.42857143,45.0,0.0,1.0
2017-10-13,6.329999924,6.2899999620000004,6.3000001910000005,6.320000172,13546900.0,6.232770937000001,40.42857143,13.28571429,45.0,0.0,0.0
2017-10-16,6.340000152999999,6.230000018999999,6.340000152999999,6.239999771,8948300.0,6.205474445,40.42857143,13.42857143,46.0,0.0,0.0
2017-10-17,6.2100000379999996,6.139999866,6.1999998089999995,6.150000095,29179000.0,6.190582547999999,41.85714286,13.85714286,47.0,0.0,0.0
2017-10-18,6.150000095,6.150000095,6.150000095,6.150000095,0.0,6.184776285,43.28571429,14.28571429,48.0,0.0,1.0
2017-10-19,6.2100000379999996,6.150000095,6.1999998089999995,6.179999828,35395900.0,6.183226263,44.71428571,14.71428571,49.0,0.0,1.0
2017-10-20,6.21999979,6.170000076,6.1999998089999995,6.190000057000001,13239800.0,6.176909988999999,46.14285714,15.14285714,50.0,0.0,0.0
2017-10-23,6.230000018999999,6.170000076,6.190000057000001,6.179999828,14523400.0,6.147075073,51.28571429,15.85714286,51.28571429,0.0,0.0
2017-10-24,6.2100000379999996,6.0500001910000005,6.1999998089999995,6.110000134,22162300.0,6.158734441,53.57142857,15.71428571,50.57142857,0.0,0.0
2017-10-25,6.1199998860000004,6.019999981000001,6.110000134,6.099999905,10448000.0,6.174738314,55.85714286,15.57142857,49.85714286,0.0,0.0
2017-10-26,6.099999905,6.0399999620000004,6.090000152999999,6.0500001910000005,10868800.0,6.180393959,58.14285714,15.42857143,49.14285714,0.0,1.0
2017-10-27,6.090000152999999,6.0500001910000005,6.0500001910000005,6.070000172,12482000.0,6.169317119,60.42857143,15.28571429,48.42857143,0.0,1.0
2017-10-30,6.139999866,6.070000172,6.099999905,6.099999905,5725000.0,6.144564859,63.0,14.71428571,46.85714286,0.0,1.0
2017-10-31,6.190000057000001,6.099999905,6.1300001139999996,6.139999866,16536200.0,6.163537892000001,61.0,14.42857143,46.71428571,0.0,0.0
2017-11-01,6.179999828,6.1300001139999996,6.1300001139999996,6.139999866,8196300.0,6.179782966,59.0,14.14285714,46.57142857,0.0,1.0
2017-11-02,6.179999828,6.139999866,6.150000095,6.159999847000001,6448800.0,6.1811464670000005,57.0,13.85714286,46.42857143,0.0,1.0
2017-11-03,6.239999771,6.139999866,6.170000076,6.2100000379999996,14822700.0,6.168707105,55.0,13.57142857,46.28571429,0.0,0.0
2017-11-06,6.230000018999999,6.190000057000001,6.2100000379999996,6.2100000379999996,7798400.0,6.1498777360000005,49.28571429,12.71428571,45.57142857,0.0,1.0
2017-11-07,6.3000001910000005,6.190000057000001,6.1999998089999995,6.25,11699400.0,6.149491147000001,47.57142857,12.42857143,45.14285714,0.0,0.0
2017-11-07,6.3000001910000005,6.190000057000001,6.1999998089999995,6.25,11699400.0,6.149491147000001,47.57142857,12.42857143,45.14285714,0.0,0.0
2017-11-08,6.25,6.179999828,6.230000018999999,6.179999828,5833900.0,6.138370801000001,45.85714286,12.14285714,44.71428571,0.0,1.0
2017-11-09,6.239999771,6.159999847000001,6.159999847000001,6.2100000379999996,5458100.0,6.118317037000001,44.14285714,11.85714286,44.28571429,0.0,0.0
2017-11-10,6.239999771,6.179999828,6.21999979,6.179999828,8262300.0,6.099950365,42.42857143,11.57142857,43.85714286,0.0,0.0
2017-11-13,6.1999998089999995,6.1300001139999996,6.179999828,6.1300001139999996,7824000.0,6.092663471,42.14285714,11.71428571,42.42857143,1.0,0.0
2017-11-14,6.179999828,6.0500001910000005,6.1300001139999996,6.090000152999999,7904400.0,6.080078572000001,45.28571429,12.42857143,41.85714286,0.0,0.0
2017-11-15,6.110000134,6.0,6.090000152999999,6.0,12182400.0,6.056163526000001,48.42857143,13.14285714,41.28571429,0.0,0.0
2017-11-16,6.03000021,5.8800001139999996,5.929999828,5.920000076,11864600.0,6.030842596,51.57142857,13.85714286,40.71428571,1.0,1.0
2017-11-17,6.019999981000001,5.920000076,5.929999828,6.0,12502900.0,6.013660558,54.71428571,14.57142857,40.14285714,0.0,0.0
2017-11-20,6.019999981000001,5.980000018999999,6.0,5.980000018999999,8121700.0,5.981160256,59.14285714,16.28571429,39.14285714,0.0,0.0
2017-11-21,6.0,5.9499998089999995,5.96999979,5.9499998089999995,7720500.0,5.962014319,57.28571429,16.57142857,39.28571429,0.0,0.0
2017-11-22,5.980000018999999,5.940000057000001,5.9600000379999996,5.9499998089999995,11100400.0,5.949743397000001,55.42857143,16.85714286,39.42857143,0.0,1.0
2017-11-23,6.059999942999999,5.9499998089999995,5.96999979,5.980000018999999,6929200.0,5.952610257999999,53.57142857,17.14285714,39.57142857,0.0,0.0
2017-11-23,6.059999942999999,5.9499998089999995,5.96999979,5.980000018999999,6929200.0,5.952610257999999,53.57142857,17.14285714,39.57142857,1.0,0.0
2017-11-23,6.059999942999999,5.9499998089999995,5.96999979,5.980000018999999,6929200.0,5.952610257999999,53.57142857,17.14285714,39.57142857,0.0,0.0
2017-11-24,5.989999771,5.9600000379999996,5.980000018999999,5.980000018999999,4506300.0,5.967036874,51.71428571,17.42857143,39.71428571,0.0,0.0
2017-11-27,6.0,5.929999828,6.0,5.96999979,6946000.0,5.962410972000001,46.14285714,17.71428571,41.14285714,0.0,0.0
2017-11-28,5.96999979,5.929999828,5.9499998089999995,5.929999828,11081800.0,5.948343702000001,44.28571429,17.42857143,42.28571429,1.0,1.0
2017-11-29,5.96999979,5.909999847000001,5.9499998089999995,5.940000057000001,11308300.0,5.950105395,42.42857143,17.14285714,43.42857143,0.0,1.0
2017-11-30,6.090000152999999,5.940000057000001,5.940000057000001,6.0500001910000005,47423000.0,5.970498217,40.57142857,16.85714286,44.57142857,0.0,0.0
2017-12-01,6.0500001910000005,6.0500001910000005,6.0500001910000005,6.0500001910000005,0.0,5.997945465,38.71428571,16.57142857,45.71428571,0.0,0.0
2017-12-04,6.03000021,5.9499998089999995,6.010000229,5.9499998089999995,19065500.0,6.019367451,37.14285714,15.42857143,47.85714286,0.0,1.0
2017-12-05,6.0,5.9499998089999995,5.9499998089999995,5.96999979,11611300.0,6.023247055,39.28571429,14.85714286,47.71428571,0.0,0.0
2017-12-06,6.019999981000001,5.9499998089999995,5.9499998089999995,5.96999979,21382900.0,6.0388191739999995,41.42857143,14.28571429,47.57142857,0.0,0.0
2017-12-07,6.0399999620000004,5.96999979,6.0,5.96999979,23724000.0,6.059919597,43.57142857,13.71428571,47.42857143,1.0,0.0
2017-12-08,5.989999771,5.9499998089999995,5.96999979,5.9600000379999996,8558200.0,6.075789094,45.71428571,13.14285714,47.28571429,0.0,0.0
2017-12-11,5.96999979,5.920000076,5.920000076,5.9499998089999995,9418900.0,6.101172096,49.71428571,11.85714286,45.85714286,0.0,1.0
2017-12-12,6.190000057000001,5.929999828,5.940000057000001,6.179999828,5912300.0,6.128604195,49.42857143,11.71428571,44.71428571,0.0,0.0
2017-12-13,6.25,6.070000172,6.159999847000001,6.179999828,14576200.0,6.162210881,49.14285714,11.57142857,43.57142857,0.0,1.0
2017-12-14,6.440000057000001,6.150000095,6.179999828,6.3699998860000004,26865200.0,6.190017827,48.85714286,11.42857143,42.42857143,0.0,0.0
